cell,x,y,cluster,n_transcripts,density,elongation,area,avg_confidence,avg_assignment_confidence,max_cluster_frac,lifespan
CRcfe445caf-220,2401.7403528114664,592.0049614112459,3,1814,0.06474,1.25,28020.0,0.99,0.9391,0.9327453142227122,50
CRcfe445caf-221,1524.5294117647059,1466.3529411764705,1,17,0.2036,1.599,83.5,0.9953,0.9788,1.0,50
CRcfe445caf-222,2543.4444444444443,457.77777777777777,1,9,0.1651,1.301,54.5,0.9895,0.8111,0.7777777777777778,50
CRcfe445caf-223,1704.12,1306.88,1,75,0.09665,1.833,776.0,0.9962,0.9168,1.0,50
CRcfe445caf-224,2249.6142915144133,759.8112058465287,3,2463,0.1137,2.234,21660.0,0.9964,0.9413,0.6776289078359724,50
CRcfe445caf-225,1475.0052083333333,1552.328125,1,192,0.05935,6.52,3235.0,0.9858,0.9656,0.6875,50
CRcfe445caf-226,1886.4285714285713,1138.642857142857,1,28,0.1873,2.054,149.5,0.9923,0.9364,0.6785714285714286,50
CRcfe445caf-227,992.5345911949686,2107.3396226415093,4,159,0.02943,1.321,5403.0,0.9483,0.7896,0.8930817610062893,50
CRcfe445caf-228,1577.9298245614036,1463.8245614035088,1,57,0.08237,5.703,692.0,0.9943,0.9095,0.8070175438596491,50
CRcfe445caf-229,746.0,2314.6,1,20,0.1274,3.396,157.0,0.995,0.926,0.95,50
CRcfe445caf-230,2063.686567164179,1006.4477611940298,1,67,0.09384,1.526,714.0,0.9937,0.9725,0.6865671641791045,50
CRcfe445caf-231,2475.9836065573772,594.0983606557377,1,61,0.07649,1.792,797.5,0.9954,0.7967,0.9672131147540983,50
CRcfe445caf-232,2888.181818181818,195.95454545454547,1,22,0.08445,3.401,260.5,0.9818,0.9282,0.9545454545454546,50
CRcfe445caf-233,2217.1699481865285,863.0787564766839,1,965,0.04072,1.31,23700.0,0.9829,0.908,0.794818652849741,50
CRcfe445caf-234,1180.018355359765,1972.112334801762,4,1362,0.04899,1.749,27800.0,0.9923,0.9052,0.6189427312775331,50
CRcfe445caf-235,2666.0588235294117,413.5882352941176,1,17,0.1868,4.516,91.0,0.9946,0.9447,0.8823529411764706,50
CRcfe445caf-236,1285.6206896551723,1798.6724137931035,1,58,0.1724,4.723,336.5,0.9966,0.9697,1.0,50
CRcfe445caf-237,1489.5,1604.75,1,12,0.2857,5.001,42.0,0.9956,0.96,1.0,50
CRcfe445caf-238,3063.4193548387098,63.41935483870968,1,31,0.1016,1.181,305.0,0.9863,0.9665,1.0,50
CRcfe445caf-239,2002.2173913043478,1128.7956521739131,1,230,0.04294,5.652,5356.0,0.9784,0.9508,0.5,50
CRcfe445caf-240,1876.8802395209582,1237.4011976047905,1,167,0.0492,2.619,3394.0,0.9757,0.9425,0.7664670658682635,50
CRcfe445caf-241,2149.2340425531916,970.9148936170212,1,47,0.06003,1.581,783.0,0.9874,0.9536,0.9787234042553191,50
CRcfe445caf-242,2543.039344262295,543.1631147540984,3,1220,0.06531,1.646,18680.0,0.9931,0.8963,0.9180327868852459,50
CRcfe445caf-243,2541.867693942614,670.8969181721573,3,1882,0.0813,1.417,23150.0,0.9964,0.9067,0.9686503719447397,50
CRcfe445caf-244,1769.1425356339084,1301.6196549137285,4,1333,0.05051,1.617,26390.0,0.9898,0.9296,0.8574643660915229,50
CRcfe445caf-245,1392.547619047619,1737.6904761904761,1,42,0.07113,4.121,590.5,0.9955,0.8757,0.8095238095238095,50
CRcfe445caf-246,2383.685495626822,758.9424198250729,3,2744,0.0991,1.535,27690.0,0.9961,0.9371,0.7787900874635568,50
CRcfe445caf-247,2117.9148936170213,1040.3191489361702,1,47,0.09731,2.816,483.0,0.9925,0.9647,0.7659574468085106,50
CRcfe445caf-248,1268.5555555555557,1868.7777777777778,1,63,0.0786,16.28,801.5,0.9932,0.9137,0.9682539682539683,50
CRcfe445caf-249,1780.9607843137255,1382.0,1,51,0.1606,1.933,317.5,0.9958,0.909,1.0,50
CRcfe445caf-250,1603.4324324324325,1561.7567567567567,2,37,0.1016,3.985,364.0,0.9932,0.9481,0.40540540540540543,50
CRcfe445caf-251,2832.4444444444443,336.5,1,18,0.1143,1.241,157.5,0.9914,0.8956,0.5,50
CRcfe445caf-252,2365.85,824.4,1,20,0.06885,2.066,290.5,0.9871,0.815,1.0,50
CRcfe445caf-253,1307.4782608695652,1854.3478260869565,1,23,0.1847,1.518,124.5,0.9965,0.9452,1.0,50
CRcfe445caf-254,2161.9,1010.85,1,20,0.1594,3.245,125.5,0.9922,0.929,0.6,50
CRcfe445caf-255,1555.0782608695652,1616.1304347826087,1,115,0.1125,3.088,1022.0,0.9927,0.9817,0.991304347826087,50
CRcfe445caf-256,1755.72131147541,1435.860655737705,1,122,0.06448,3.498,1892.0,0.9869,0.9639,0.5327868852459017,50
CRcfe445caf-257,1896.8363636363636,1311.5454545454545,1,55,0.1412,13.01,389.5,0.9958,0.9891,0.9818181818181818,50
CRcfe445caf-258,1949.5,1286.75,1,8,0.2963,6.432,27.0,0.9953,0.895,0.875,50
CRcfe445caf-259,2519.2738095238096,730.2738095238095,1,84,0.09282,1.594,905.0,0.996,0.8657,1.0,50
CRcfe445caf-260,2384.4928774928776,905.2820512820513,3,351,0.04188,1.36,8382.0,0.9833,0.8884,0.8974358974358975,50
CRcfe445caf-261,2388.075,869.9,1,40,0.1053,4.132,380.0,0.9952,0.9385,0.975,50
CRcfe445caf-262,1744.3846153846155,1515.3538461538462,1,65,0.1071,5.362,607.0,0.9956,0.988,0.9230769230769231,50
CRcfe445caf-263,2694.988597972973,569.8209459459459,3,2368,0.06922,1.073,34210.0,0.9904,0.9295,0.9155405405405406,50
CRcfe445caf-264,2687.5625,734.1978305785124,3,1936,0.06179,1.513,31330.0,0.9931,0.9083,0.9581611570247934,50
CRcfe445caf-265,2437.622950819672,805.9726775956284,1,183,0.06808,3.184,2688.0,0.9959,0.9364,0.9672131147540983,50
CRcfe445caf-266,2252.425,999.5625,1,80,0.06334,4.645,1263.0,0.9919,0.94,0.8375,50
CRcfe445caf-267,1073.5555555555557,2224.0441051738762,4,1179,0.03126,1.438,37720.0,0.9505,0.9167,0.7201017811704835,50
CRcfe445caf-268,1410.3287671232877,1851.5205479452054,1,73,0.06648,11.77,1098.0,0.9888,0.9658,0.8904109589041096,50
CRcfe445caf-269,2154.836363636364,1121.581818181818,1,55,0.05263,2.385,1045.0,0.9854,0.9258,0.6727272727272727,50
CRcfe445caf-270,2639.24,649.04,1,50,0.198,2.33,252.5,0.9963,0.8968,1.0,50
CRcfe445caf-271,957.6363636363636,2333.1363636363635,1,22,0.2821,15.93,78.0,0.9941,0.8982,0.5,50
CRcfe445caf-272,1168.70607028754,2142.1629392971245,4,313,0.02885,3.115,10850.0,0.957,0.8116,0.8242811501597445,50
CRcfe445caf-273,1805.3333333333333,1494.9166666666667,1,12,0.16,2.016,75.0,0.9873,0.94,1.0,50
CRcfe445caf-274,2522.3680667743674,847.8613354873452,3,3714,0.1106,1.251,33590.0,0.9956,0.9576,0.8462574044157243,50
CRcfe445caf-275,2391.3333333333335,917.9166666666666,1,12,0.2286,1.445,52.5,0.9965,0.8667,1.0,50
CRcfe445caf-276,2248.550724637681,1068.1159420289855,1,69,0.1091,1.35,632.5,0.9935,0.9887,0.9855072463768116,50
CRcfe445caf-277,2045.6203703703704,1269.287037037037,1,108,0.06357,1.26,1699.0,0.9917,0.9763,0.4351851851851852,50
CRcfe445caf-278,2850.2830188679245,469.49056603773585,1,53,0.0803,4.219,660.0,0.9894,0.9411,0.9622641509433962,50
CRcfe445caf-279,1666.7906976744187,1660.7674418604652,1,43,0.08875,1.405,484.5,0.9911,0.946,0.7441860465116279,50
CRcfe445caf-280,1299.6303353658536,2089.3681402439024,4,1312,0.04646,1.584,28240.0,0.9846,0.9169,0.5449695121951219,50
CRcfe445caf-281,1485.018315018315,1830.007326007326,1,273,0.05347,1.961,5106.0,0.9872,0.9796,0.7838827838827839,50
CRcfe445caf-282,1626.5555555555557,1723.8703703703704,1,54,0.1352,7.957,399.5,0.9962,0.9844,0.7777777777777778,50
CRcfe445caf-283,2026.46875,1342.046875,1,128,0.08702,1.372,1471.0,0.9927,0.9866,0.7109375,50
CRcfe445caf-284,2406.0833333333335,972.0625,1,48,0.1027,2.478,467.5,0.9967,0.9471,1.0,50
CRcfe445caf-285,3281.0,85.14285714285714,1,49,0.0681,2.943,719.5,0.9852,0.9249,0.7959183673469388,50
CRcfe445caf-286,3054.0806451612902,338.35483870967744,1,62,0.09084,1.538,682.5,0.9872,0.9816,1.0,50
CRcfe445caf-287,2982.7272727272725,400.1818181818182,1,11,0.3667,2.898,30.0,0.9961,0.96,1.0,50
CRcfe445caf-288,2868.765557163531,556.7988422575977,3,691,0.02636,1.182,26210.0,0.9594,0.8848,0.597684515195369,50
CRcfe445caf-289,2112.818181818182,1284.3454545454545,1,55,0.07194,3.049,764.5,0.9866,0.9433,0.9090909090909091,50
CRcfe445caf-290,2198.2535211267605,1192.0704225352113,1,71,0.08701,1.185,816.0,0.9933,0.8806,0.4647887323943662,50
CRcfe445caf-291,1860.2,1538.8,2,5,0.2703,2.597,18.5,0.9838,0.92,1.0,50
CRcfe445caf-292,3353.0,59.5,1,8,0.3077,6.245,26.0,0.9953,0.9175,0.75,50
CRcfe445caf-293,1984.5981873111782,1517.608761329305,3,1324,0.03269,1.277,40500.0,0.974,0.9145,0.4622356495468278,50
CRcfe445caf-294,2972.438775510204,447.38775510204084,1,98,0.06658,2.853,1472.0,0.9808,0.9253,0.6836734693877551,50
CRcfe445caf-295,2250.2,1185.6,1,15,0.1172,1.534,128.0,0.9934,0.904,0.6,50
CRcfe445caf-296,1814.764705882353,1626.9411764705883,1,17,0.2394,1.578,71.0,0.9955,0.9553,1.0,50
CRcfe445caf-297,2865.876712328767,599.5753424657535,1,73,0.09733,2.047,750.0,0.9942,0.8849,1.0,50
CRcfe445caf-298,3233.6153846153848,229.3846153846154,1,13,0.2,2.96,65.0,0.991,0.9292,1.0,50
CRcfe445caf-299,2314.754716981132,1137.9056603773586,1,53,0.04894,3.946,1083.0,0.9936,0.8528,0.8867924528301887,50
CRcfe445caf-300,1757.5,1699.625,1,8,0.2025,2.373,39.5,0.9912,0.94,1.0,50
CRcfe445caf-301,1213.341968911917,2289.2538860103627,4,193,0.01877,1.228,10280.0,0.9161,0.8256,0.7927461139896373,50
CRcfe445caf-302,2053.6992481203006,1426.248120300752,1,133,0.07059,1.887,1884.0,0.9909,0.9274,0.9624060150375939,50
CRcfe445caf-303,1323.8391304347826,2227.782608695652,4,460,0.02492,2.243,18460.0,0.9363,0.8753,0.8391304347826087,50
CRcfe445caf-304,1745.0,1743.8214285714287,1,28,0.1073,3.113,261.0,0.9943,0.95,0.9285714285714286,50
CRcfe445caf-305,3051.0204081632655,441.6224489795918,1,98,0.05581,5.098,1756.0,0.9844,0.9092,0.6122448979591837,50
CRcfe445caf-306,2682.104468219006,877.0490874764002,3,1589,0.06585,2.107,24130.0,0.9915,0.9331,0.9597230962869729,50
CRcfe445caf-307,1461.2168674698796,1997.5220883534137,1,249,0.05198,11.56,4790.0,0.988,0.9663,0.7710843373493976,50
CRcfe445caf-308,1785.157894736842,1706.9473684210527,1,19,0.4176,9.451,45.5,0.9962,0.9537,0.631578947368421,50
CRcfe445caf-309,2482.3958333333335,1014.2916666666666,1,48,0.08656,1.709,554.5,0.9951,0.9117,1.0,50
CRcfe445caf-310,3065.400211193242,569.2470960929251,3,947,0.02607,1.067,36320.0,0.9576,0.8973,0.5079197465681098,50
CRcfe445caf-311,1741.2,1741.0363636363636,2,55,0.04472,1.957,1230.0,0.9879,0.9676,0.8727272727272727,50
CRcfe445caf-312,3252.090909090909,262.72727272727275,1,11,0.5946,2.593,18.5,0.9964,0.9436,1.0,50
CRcfe445caf-313,2204.6111111111113,1313.8333333333333,1,18,0.1014,2.357,177.5,0.9748,0.9444,1.0,50
CRcfe445caf-314,3126.4491525423728,412.90677966101697,1,118,0.04731,14.49,2494.0,0.987,0.8992,0.7711864406779662,50
CRcfe445caf-315,2749.1111111111113,745.8194444444445,1,72,0.05816,4.911,1238.0,0.9926,0.8886,1.0,50
CRcfe445caf-316,1568.9333333333334,1955.8,1,15,0.1974,3.995,76.0,0.9924,0.9467,1.0,50
CRcfe445caf-317,3383.137931034483,160.20689655172413,1,29,0.1309,1.345,221.5,0.9938,0.9807,1.0,50
CRcfe445caf-318,1963.1833333333334,1589.4333333333334,1,60,0.1173,1.364,511.5,0.9965,0.8633,1.0,50
CRcfe445caf-319,1678.71875,1870.21875,2,32,0.09398,7.271,340.5,0.9906,0.9469,0.59375,50
CRcfe445caf-320,1445.0,2084.157894736842,2,19,0.07451,1.91,255.0,0.9717,0.8516,0.6842105263157895,50
CRcfe445caf-321,2266.84,1269.752,1,125,0.08878,1.285,1408.0,0.992,0.9806,0.928,50
CRcfe445caf-322,1535.6203007518798,2054.9248120300754,1,266,0.02373,1.379,11210.0,0.9562,0.855,0.7255639097744361,50
CRcfe445caf-323,2531.684280936455,1050.5638795986622,4,1495,0.06009,1.482,24880.0,0.9931,0.8906,0.9150501672240803,50
CRcfe445caf-324,2820.1437125748503,698.6467065868263,1,167,0.04752,1.112,3514.0,0.9921,0.9131,0.7964071856287425,50
CRcfe445caf-325,1434.7777777777778,2126.1111111111113,1,9,0.8571,12.82,10.5,0.9959,0.8956,0.7777777777777778,50
CRcfe445caf-326,3332.5,237.41666666666666,1,12,0.8889,12.53,13.5,0.9955,0.94,0.8333333333333334,50
CRcfe445caf-327,2429.019756838906,1209.0927051671733,4,1974,0.05369,1.062,36770.0,0.993,0.9291,0.8596757852077,50
CRcfe445caf-328,1811.6818181818182,1825.5,1,22,0.1329,11.59,165.5,0.9965,0.9718,0.8636363636363636,50
