Cellid,X,Y,W,H,cX,cY,Aera
30666,15119,7851,1,1,15119,7851,1
30667,15630,7851,1,1,15630,7851,1
30668,16902,7850,1,1,16902,7850,1
30669,18015,7850,1,1,18015,7850,1
30670,20842,7851,1,1,20842,7851,1
30671,20853,7850,1,1,20853,7850,1
30672,12900,7852,2,2,12900.66667,7852.333333,3
30673,15624,7853,1,1,15624,7853,1
30674,18760,7852,1,1,18760,7852,1
30675,20765,7853,1,1,20765,7853,1
30676,12900,7855,1,1,12900,7855,1
30677,15054,7855,1,1,15054,7855,1
30678,15619,7855,1,1,15619,7855,1
30679,15632,7854,2,2,15632.66667,7854.666667,3
30680,16933,7855,1,1,16933,7855,1
30681,18000,7855,1,1,18000,7855,1
30682,20848,7855,1,1,20848,7855,1
30683,12888,7857,2,1,12888.5,7857,2
30684,15040,7856,1,1,15040,7856,1
30685,15054,7857,1,1,15054,7857,1
30686,15644,7856,1,1,15644,7856,1
30687,15650,7856,2,2,15650.5,7856.5,4
30688,20798,7857,1,1,20798,7857,1
30689,20835,7856,1,1,20835,7856,1
30690,12896,7859,1,1,12896,7859,1
30691,15041,7859,1,1,15041,7859,1
30692,15640,7858,1,1,15640,7858,1
30693,15630,7859,42,39,15649.40789,7877.468623,988
30694,15640,7861,1,1,15640,7861,1
30695,16926,7861,1,1,16926,7861,1
30696,18761,7860,1,1,18761,7860,1
30697,20789,7861,1,1,20789,7861,1
30698,20795,7861,1,1,20795,7861,1
30699,12891,7862,1,1,12891,7862,1
30700,12903,7863,1,1,12903,7863,1
30701,15661,7862,1,1,15661,7862,1
30702,16900,7863,1,1,16900,7863,1
30703,18824,7863,4,3,18825.14286,7863.571429,7
30704,18831,7863,1,1,18831,7863,1
30705,20765,7863,1,1,20765,7863,1
30706,20792,7863,1,1,20792,7863,1
30707,20835,7863,1,1,20835,7863,1
30708,15053,7864,1,1,15053,7864,1
30709,15110,7864,1,1,15110,7864,1
30710,15112,7864,1,1,15112,7864,1
30711,15119,7864,1,1,15119,7864,1
30712,15670,7864,1,1,15670,7864,1
30713,16531,7865,1,1,16531,7865,1
30714,16524,7864,37,42,16542.27778,7885.116255,972
30715,16553,7864,1,2,16553,7864.5,2
30716,18768,7865,1,1,18768,7865,1
30717,18828,7865,1,1,18828,7865,1
30718,21696,7864,1,2,21696,7864.5,2
30719,22424,7864,1,1,22424,7864,1
30720,22428,7864,1,1,22428,7864,1
30721,22434,7864,1,1,22434,7864,1
30722,15040,7866,2,1,15040.5,7866,2
30723,15054,7866,1,1,15054,7866,1
30724,15117,7866,1,1,15117,7866,1
30725,18770,7866,1,1,18770,7866,1
30726,18790,7867,2,1,18790.5,7867,2
30727,20778,7867,1,1,20778,7867,1
30728,20869,7866,1,1,20869,7866,1
30729,21656,7866,2,1,21656.5,7866,2
30730,22425,7867,1,1,22425,7867,1
30731,22428,7866,5,4,22430.30769,7867.461538,13
30732,15106,7868,1,1,15106,7868,1
30733,15111,7868,1,1,15111,7868,1
30734,16916,7869,1,1,16916,7869,1
30735,18824,7868,1,1,18824,7868,1
30736,20865,7869,1,1,20865,7869,1
30737,21700,7868,1,1,21700,7868,1
30738,15088,7870,43,43,15109.36292,7890.932647,1262
30739,15632,7870,1,1,15632,7870,1
30740,16918,7870,2,2,16918.5,7870.5,4
30741,18769,7871,1,1,18769,7871,1
30742,18772,7870,1,1,18772,7870,1
30743,18777,7870,1,1,18777,7870,1
30744,20851,7871,1,1,20851,7871,1
30745,20854,7871,2,1,20854.5,7871,2
30746,20862,7870,1,1,20862,7870,1
30747,20868,7871,1,1,20868,7871,1
30748,21660,7870,47,15,21683.3961,7877.274892,462
30749,22426,7871,1,1,22426,7871,1
30750,22432,7871,1,1,22432,7871,1
30751,22438,7871,1,1,22438,7871,1
30752,12872,7872,2,2,12872.5,7872.5,4
30753,12878,7872,1,1,12878,7872,1
30754,12892,7872,1,1,12892,7872,1
30755,12894,7873,1,1,12894,7873,1
30756,15098,7873,1,1,15098,7873,1
30757,15120,7872,1,1,15120,7872,1
30758,15122,7873,1,1,15122,7873,1
30759,15126,7872,2,2,15126.5,7872.5,2
30760,15630,7872,1,1,15630,7872,1
30761,16229,7872,2,3,16229.75,7873.25,4
30762,17123,7873,1,1,17123,7873,1
30763,17125,7872,5,5,17126.81818,7873.727273,11
30764,21685,7873,1,1,21685,7873,1
30765,12875,7875,1,1,12875,7875,1
30766,12872,7874,36,38,12889.28958,7892.630309,1036
30767,16226,7874,2,1,16226.5,7874,2
30768,16529,7874,1,1,16529,7874,1
30769,16891,7875,2,2,16891.33333,7875.666667,3
30770,16894,7874,1,1,16894,7874,1
30771,21658,7874,1,1,21658,7874,1
30772,12873,7877,1,1,12873,7877,1
30773,12900,7876,1,1,12900,7876,1
30774,16894,7877,1,1,16894,7877,1
30775,21657,7876,1,2,21657,7876.5,2
30776,15134,7878,2,2,15134.5,7878.5,4
30777,15625,7879,1,1,15625,7879,1
30778,17120,7879,1,2,17120,7879.5,2
30779,17124,7879,1,1,17124,7879,1
30780,17127,7879,1,2,17127,7879.5,2
30781,18653,7879,5,4,18655,7880.6,15
30782,18785,7879,1,1,18785,7879,1
30783,21706,7879,1,1,21706,7879,1
30784,12837,7881,1,1,12837,7881,1
30785,12830,7880,32,34,12846.02397,7897.517976,751
30786,12909,7880,1,1,12909,7880,1
30787,15571,7880,20,22,15580.94805,7888.623377,154
30788,15591,7880,1,1,15591,7880,1
30789,15596,7881,1,1,15596,7881,1
30790,15608,7880,1,1,15608,7880,1
30791,15616,7881,1,1,15616,7881,1
30792,16561,7880,1,1,16561,7880,1
30793,17666,7880,1,1,17666,7880,1
30794,17677,7880,1,1,17677,7880,1
30795,18651,7881,1,1,18651,7881,1
30796,18662,7880,1,1,18662,7880,1
30797,12857,7882,1,1,12857,7882,1
30798,15088,7882,1,1,15088,7882,1
30799,15128,7882,1,1,15128,7882,1
30800,15130,7883,3,3,15131,7884,3
30801,15578,7882,1,1,15578,7882,1
30802,15589,7882,1,1,15589,7882,1
30803,16818,7883,36,37,16832.95215,7901.296651,836
30804,17677,7883,1,1,17677,7883,1
30805,18652,7883,1,1,18652,7883,1
30806,18659,7883,1,1,18659,7883,1
30807,18663,7883,1,1,18663,7883,1
30808,21664,7882,1,1,21664,7882,1
30809,12833,7884,1,1,12833,7884,1
30810,12910,7884,1,1,12910,7884,1
30811,15134,7884,2,2,15134.5,7884.5,4
30812,15596,7884,1,1,15596,7884,1
30813,15620,7885,2,2,15620.66667,7885.666667,3
30814,15668,7884,1,1,15668,7884,1
30815,16563,7885,1,1,16563,7885,1
30816,17120,7885,3,1,17121,7885,3
30817,17662,7884,21,27,17672.20067,7896.538462,299
30818,21680,7884,1,2,21680,7884.5,2
30819,15133,7887,1,1,15133,7887,1
30820,15593,7886,1,2,15593,7886.5,2
30821,15595,7887,2,1,15595.5,7887,2
30822,15605,7886,21,15,15614.2766,7893.085106,188
30823,15615,7886,1,1,15615,7886,1
30824,18655,7887,1,1,18655,7887,1
30825,21685,7887,1,1,21685,7887,1
30826,21696,7887,1,1,21696,7887,1
30827,21701,7886,1,1,21701,7886,1
30828,12860,7888,1,1,12860,7888,1
30829,15603,7888,1,1,15603,7888,1
30830,16846,7888,4,2,16847.71429,7888.428571,7
30831,17118,7888,37,30,17136.24582,7902.72315,838
30832,17659,7888,1,1,17659,7888,1
30833,17676,7888,1,1,17676,7888,1
30834,12860,7891,2,2,12860.5,7891.5,2
30835,15600,7890,2,1,15600.5,7890,2
30836,17656,7891,1,1,17656,7891,1
30837,17899,7890,1,2,17899,7890.5,2
30838,17888,7891,40,40,17908.26625,7908.597523,969
30839,15133,7892,1,1,15133,7892,1
30840,15568,7893,1,1,15568,7893,1
30841,15588,7893,1,1,15588,7893,1
30842,15662,7892,1,1,15662,7892,1
30843,12863,7894,1,1,12863,7894,1
30844,12910,7895,1,1,12910,7895,1
30845,15579,7895,2,3,15579.5,7896,4
30846,15582,7894,3,2,15583.25,7894.25,4
30847,15586,7894,1,1,15586,7894,1
30848,15588,7895,1,1,15588,7895,1
30849,15590,7895,1,1,15590,7895,1
30850,15629,7894,1,1,15629,7894,1
30851,15651,7895,1,1,15651,7895,1
30852,16557,7895,1,1,16557,7895,1
30853,12828,7896,1,1,12828,7896,1
30854,15634,7896,2,2,15634.5,7896.5,4
30855,16575,7897,1,1,16575,7897,1
30856,16585,7897,1,1,16585,7897,1
30857,16811,7897,1,1,16811,7897,1
30858,16816,7896,1,1,16816,7896,1
30859,17114,7896,1,1,17114,7896,1
30860,17888,7896,1,1,17888,7896,1
30861,23247,7896,1,1,23247,7896,1
30862,23258,7896,1,1,23258,7896,1
30863,23261,7897,1,1,23261,7897,1
30864,12909,7898,1,1,12909,7898,1
30865,16555,7898,1,1,16555,7898,1
30866,16577,7898,1,1,16577,7898,1
30867,16579,7899,1,1,16579,7899,1
30868,16590,7898,1,1,16590,7898,1
30869,16854,7898,1,1,16854,7898,1
30870,17156,7898,1,1,17156,7898,1
30871,17925,7898,1,1,17925,7898,1
30872,23246,7898,1,1,23246,7898,1
30873,23248,7899,1,1,23248,7899,1
30874,23264,7898,1,1,23264,7898,1
30875,12872,7900,1,1,12872,7900,1
30876,15131,7900,3,2,15132.2,7900.6,5
30877,15368,7901,1,1,15368,7901,1
30878,15371,7900,1,1,15371,7900,1
30879,15375,7900,1,1,15375,7900,1
30880,15575,7901,3,1,15576,7901,3
30881,15611,7901,1,1,15611,7901,1
30882,16529,7900,1,1,16529,7900,1
30883,16574,7900,1,1,16574,7900,1
30884,16574,7900,20,17,16584.31325,7907.662651,166
30885,16584,7900,1,1,16584,7900,1
30886,17664,7900,1,1,17664,7900,1
30887,23256,7900,1,1,23256,7900,1
30888,23241,7900,32,37,23256.45046,7918.126816,757
30889,12831,7903,1,1,12831,7903,1
30890,12911,7902,1,1,12911,7902,1
30891,15090,7902,1,2,15090,7902.5,2
30892,15127,7903,1,1,15127,7903,1
30893,15364,7902,16,18,15371.42938,7909.881356,177
30894,15582,7903,1,1,15582,7903,1
30895,15608,7902,1,1,15608,7902,1
30896,15621,7903,1,1,15621,7903,1
30897,16526,7902,2,2,16526.5,7902.5,4
30898,16550,7903,1,1,16550,7903,1
30899,16807,7902,8,7,16810.2,7904.955556,45
30900,16818,7903,1,1,16818,7903,1
30901,17687,7903,1,1,17687,7903,1
30902,23267,7903,1,1,23267,7903,1
30903,12910,7905,1,1,12910,7905,1
30904,15545,7905,1,1,15545,7905,1
30905,15547,7904,7,9,15550.11111,7907.481481,27
30906,16593,7905,1,1,16593,7905,1
30907,16762,7904,2,2,16762.5,7904.5,4
30908,17159,7904,1,1,17159,7904,1
30909,17889,7904,1,2,17889,7904.5,2
30910,19776,7904,1,1,19776,7904,1
30911,21888,7904,2,2,21888.5,7904.5,4
30912,15382,7906,1,1,15382,7906,1
30913,15557,7906,1,1,15557,7906,1
30914,16744,7907,37,39,16762.65789,7926.282895,1064
30915,16771,7906,1,1,16771,7906,1
30916,17156,7907,1,1,17156,7907,1
30917,17666,7907,3,2,17667,7907.333333,3
30918,19768,7906,9,8,19772.60606,7910.090909,33
30919,19773,7907,1,1,19773,7907,1
30920,21891,7906,2,3,21891.66667,7907,3
30921,12863,7908,1,1,12863,7908,1
30922,12906,7908,1,1,12906,7908,1
30923,12910,7909,1,1,12910,7909,1
30924,15091,7908,2,1,15091.5,7908,2
30925,15127,7908,1,1,15127,7908,1
30926,15361,7909,1,1,15361,7909,1
30927,15557,7909,1,1,15557,7909,1
30928,15559,7908,1,1,15559,7908,1
30929,16772,7908,1,1,16772,7908,1
30930,16816,7908,1,1,16816,7908,1
30931,16852,7908,2,2,16852.5,7908.5,2
30932,17680,7909,1,1,17680,7909,1
30933,12858,7911,2,1,12858.5,7911,2
30934,12875,7911,1,1,12875,7911,1
30935,12877,7910,1,1,12877,7910,1
30936,12898,7911,1,1,12898,7911,1
30937,12901,7911,1,1,12901,7911,1
30938,15095,7911,1,1,15095,7911,1
30939,15097,7910,1,1,15097,7910,1
30940,15119,7911,1,1,15119,7911,1
30941,15124,7910,2,1,15124.5,7910,2
30942,15551,7911,1,3,15551,7912,3
30943,16573,7911,1,1,16573,7911,1
30944,16579,7911,1,1,16579,7911,1
30945,16595,7911,1,1,16595,7911,1
30946,16812,7910,3,2,16813,7910.666667,3
30947,17154,7911,1,1,17154,7911,1
30948,17682,7911,1,1,17682,7911,1
30949,19779,7911,1,1,19779,7911,1
30950,21894,7910,1,2,21894,7910.5,2
30951,15161,7912,2,3,15161.66667,7913,3
30952,15360,7913,1,1,15360,7913,1
30953,15362,7913,1,1,15362,7913,1
30954,15380,7913,1,1,15380,7913,1
30955,15501,7912,49,38,15525.53979,7931.915916,1332
30956,16816,7912,1,1,16816,7912,1
30957,17151,7912,1,1,17151,7912,1
30958,17630,7912,2,1,17630.5,7912,2
30959,17647,7913,1,1,17647,7913,1
30960,19959,7912,1,1,19959,7912,1
30961,22620,7912,2,3,22620.5,7913,6
30962,12850,7914,1,1,12850,7914,1
30963,15163,7914,4,4,15164.63636,7915.454545,11
30964,15380,7915,1,1,15380,7915,1
30965,15547,7914,1,1,15547,7914,1
30966,17151,7914,1,1,17151,7914,1
30967,17629,7914,43,38,17647.166,7933.55332,994
30968,19958,7914,1,1,19958,7914,1
30969,19962,7914,1,1,19962,7914,1
30970,19972,7914,2,2,19972.5,7914.5,2
30971,12839,7916,1,1,12839,7916,1
30972,12842,7916,1,1,12842,7916,1
30973,15360,7917,1,1,15360,7917,1
30974,15376,7917,1,1,15376,7917,1
30975,15518,7916,1,1,15518,7916,1
30976,16585,7916,1,1,16585,7916,1
30977,16596,7916,1,1,16596,7916,1
30978,16744,7916,1,1,16744,7916,1
30979,16806,7916,2,4,16806.57143,7917.285714,7
30980,16821,7916,1,1,16821,7916,1
30981,17626,7916,1,2,17626,7916.5,2
30982,17647,7916,1,1,17647,7916,1
30983,19771,7916,2,1,19771.5,7916,2
30984,19941,7917,41,43,19962.14484,7937.967042,1153
30985,19970,7916,1,1,19970,7916,1
30986,12835,7919,2,1,12835.5,7919,2
30987,12840,7919,1,1,12840,7919,1
30988,12862,7919,2,1,12862.5,7919,2
30989,16587,7919,1,1,16587,7919,1
30990,16592,7918,1,2,16592,7918.5,2
30991,16820,7919,1,1,16820,7919,1
30992,16822,7918,1,1,16822,7918,1
30993,16844,7919,1,1,16844,7919,1
30994,17120,7918,1,1,17120,7918,1
30995,17149,7918,1,1,17149,7918,1
30996,19770,7918,1,1,19770,7918,1
30997,19954,7918,1,1,19954,7918,1
30998,15548,7920,1,1,15548,7920,1
30999,16779,7920,1,1,16779,7920,1
31000,16783,7921,19,17,16788.78481,7930.860759,79
31001,16789,7920,1,1,16789,7920,1
31002,17667,7921,1,1,17667,7921,1
31003,17924,7920,1,1,17924,7920,1
31004,19980,7920,2,2,19980.5,7920.5,4
31005,23240,7920,1,1,23240,7920,1
31006,16781,7922,1,1,16781,7922,1
31007,17625,7922,2,2,17625.5,7922.5,2
31008,17664,7923,1,1,17664,7923,1
31009,17924,7922,1,1,17924,7922,1
31010,16781,7924,1,1,16781,7924,1
31011,17923,7924,1,1,17923,7924,1
31012,23245,7925,1,1,23245,7925,1
31013,12619,7926,3,3,12620.2,7926.8,5
31014,15550,7926,2,3,15550.6,7926.8,5
31015,16790,7926,1,1,16790,7926,1
31016,17896,7927,1,1,17896,7927,1
31017,19944,7926,2,2,19944.5,7926.5,2
31018,19948,7927,1,1,19948,7927,1
31019,12603,7929,1,1,12603,7929,1
31020,12605,7928,1,1,12605,7928,1
31021,12630,7929,1,1,12630,7929,1
31022,22688,7928,1,2,22688,7928.5,2
31023,22690,7929,2,2,22690.33333,7929.666667,3
31024,23277,7929,1,2,23277,7929.5,2
31025,12594,7930,38,46,12611.69697,7948.986147,1155
31026,12858,7931,1,1,12858,7931,1
31027,17629,7930,1,1,17629,7930,1
31028,12630,7932,1,1,12630,7932,1
31029,12845,7932,29,30,12857.0591,7944.659574,423
31030,12864,7932,1,1,12864,7932,1
31031,12870,7932,1,1,12870,7932,1
31032,16736,7932,2,2,16736.5,7932.5,4
31033,19944,7932,1,1,19944,7932,1
31034,19983,7932,1,1,19983,7932,1
31035,23248,7932,1,1,23248,7932,1
31036,23272,7933,2,1,23272.5,7933,2
31037,12629,7935,2,3,12629.33333,7936,3
31038,15496,7935,1,1,15496,7935,1
31039,15551,7935,1,1,15551,7935,1
31040,15563,7934,2,1,15563.5,7934,2
31041,17628,7935,1,1,17628,7935,1
31042,17907,7935,1,1,17907,7935,1
31043,19944,7935,1,1,19944,7935,1
31044,23245,7935,1,1,23245,7935,1
31045,23250,7935,1,1,23250,7935,1
31046,23271,7935,1,1,23271,7935,1
31047,12874,7936,1,1,12874,7936,1
31048,15499,7936,1,1,15499,7936,1
31049,15849,7936,1,1,15849,7936,1
31050,15865,7937,1,1,15865,7937,1
31051,15872,7936,1,2,15872,7936.5,2
31052,15881,7937,1,1,15881,7937,1
31053,15887,7936,1,1,15887,7936,1
31054,16785,7936,1,1,16785,7936,1
31055,21440,7936,30,28,21456.22141,7949.248175,411
31056,15860,7938,2,2,15860.5,7938.5,4
31057,15878,7938,1,1,15878,7938,1
31058,16745,7938,1,2,16745,7938.5,2
31059,16789,7938,1,1,16789,7938,1
31060,17669,7938,1,1,17669,7938,1
31061,19937,7938,1,1,19937,7938,1
31062,15851,7941,1,1,15851,7941,1
31063,15867,7940,1,1,15867,7940,1
31064,15843,7940,48,38,15866.54066,7958.07033,1365
31065,16788,7940,1,1,16788,7940,1
31066,16791,7940,1,1,16791,7940,1
31067,16793,7940,1,1,16793,7940,1
31068,15496,7943,2,2,15496.66667,7943.333333,3
31069,15545,7942,1,1,15545,7942,1
31070,15886,7943,1,1,15886,7943,1
31071,16789,7942,1,1,16789,7942,1
31072,16802,7943,1,1,16802,7943,1
31073,17669,7943,1,1,17669,7943,1
31074,19940,7943,1,1,19940,7943,1
31075,12844,7945,2,2,12844.5,7945.5,2
31076,12879,7945,1,1,12879,7945,1
31077,15842,7944,1,2,15842,7944.5,2
31078,21440,7944,1,1,21440,7944,1
31079,12592,7947,1,1,12592,7947,1
31080,15500,7946,1,1,15500,7946,1
31081,15539,7947,1,1,15539,7947,1
31082,16761,7947,1,1,16761,7947,1
31083,16764,7947,1,1,16764,7947,1
31084,16766,7947,2,1,16766.5,7947,2
31085,16769,7947,1,1,16769,7947,1
31086,19937,7946,1,1,19937,7946,1
31087,19981,7946,1,1,19981,7946,1
31088,19983,7946,1,1,19983,7946,1
31089,21440,7946,2,1,21440.5,7946,2
31090,12871,7949,4,2,12872.5,7949.25,4
31091,15502,7948,1,1,15502,7948,1
31092,15536,7949,1,1,15536,7949,1
31093,19980,7949,3,3,19981,7950,3
31094,21440,7949,6,6,21442.25,7951.625,16
31095,15515,7951,1,1,15515,7951,1
31096,15529,7951,1,1,15529,7951,1
31097,15538,7951,1,1,15538,7951,1
31098,15891,7951,1,1,15891,7951,1
31099,17636,7950,1,2,17636,7950.5,2
31100,17656,7950,2,2,17656.66667,7950.666667,3
31101,19936,7951,3,3,19936.8,7952.2,5
31102,21470,7950,2,2,21470.5,7950.5,4
31103,12873,7953,1,1,12873,7953,1
31104,12876,7952,2,2,12876.5,7952.5,2
31105,21447,7953,1,1,21447,7953,1
31106,12872,7955,2,3,12872.25,7955.75,4
31107,15891,7954,1,1,15891,7954,1
31108,12630,7957,1,1,12630,7957,1
31109,12861,7956,2,2,12861.5,7956.5,2
31110,19966,7957,1,1,19966,7957,1
31111,21440,7956,3,3,21441.2,7957.2,5
31112,19944,7959,1,1,19944,7959,1
31113,19958,7958,1,1,19958,7958,1
31114,19968,7959,1,1,19968,7959,1
31115,8364,7961,1,1,8364,7961,1
31116,8367,7961,1,1,8367,7961,1
31117,12849,7961,1,1,12849,7961,1
31118,12851,7960,1,1,12851,7960,1
31119,15840,7960,1,1,15840,7960,1
31120,15892,7960,1,1,15892,7960,1
31121,21344,7960,1,1,21344,7960,1
31122,21347,7960,1,1,21347,7960,1
31123,21349,7960,16,8,21357.5,7963.128571,70
31124,21347,7962,1,1,21347,7962,1
31125,8362,7964,1,1,8362,7964,1
31126,12594,7964,1,1,12594,7964,1
31127,15893,7965,1,1,15893,7965,1
31128,15895,7965,1,1,15895,7965,1
31129,21349,7965,1,1,21349,7965,1
31130,8361,7966,1,2,8361,7966.5,2
31131,12618,7967,1,1,12618,7967,1
31132,21350,7967,1,1,21350,7967,1
31133,21365,7966,1,1,21365,7966,1
31134,21462,7967,1,1,21462,7967,1
31135,15843,7972,1,1,15843,7972,1
31136,15883,7973,2,2,15883.5,7973.5,2
31137,12609,7974,1,1,12609,7974,1
31138,12614,7974,1,1,12614,7974,1
31139,15843,7975,1,1,15843,7975,1
31140,15851,7975,1,1,15851,7975,1
31141,15876,7978,1,1,15876,7978,1
31142,13177,7984,2,2,13177.66667,7984.333333,3
31143,22474,7985,35,34,22491.60664,8002.724138,783
31144,22486,7984,2,2,22486.5,7984.5,4
31145,22499,7985,1,1,22499,7985,1
31146,22502,7985,2,2,22502.5,7985.5,2
31147,16296,7986,1,1,16296,7986,1
31148,13175,7988,7,7,13177.8,7991.7,30
31149,16291,7989,21,41,16300.86966,8011.134831,445
31150,13168,7992,4,2,13169.5,7992.5,8
31151,13190,7992,1,1,13190,7992,1
31152,13194,7993,1,1,13194,7993,1
31153,13199,7993,1,1,13199,7993,1
31154,15652,7992,1,1,15652,7992,1
31155,15684,7992,1,1,15684,7992,1
31156,16333,7993,1,1,16333,7993,1
31157,23581,7992,3,1,23582,7992,3
31158,15653,7995,1,1,15653,7995,1
31159,15674,7994,1,1,15674,7994,1
31160,15679,7994,1,1,15679,7994,1
31161,15684,7995,1,1,15684,7995,1
31162,16311,7995,1,1,16311,7995,1
31163,22474,7994,1,1,22474,7994,1
31164,22508,7995,1,1,22508,7995,1
31165,13182,7996,2,1,13182.5,7996,2
31166,13172,7996,35,36,13191.87482,8011.36377,679
31167,15673,7997,2,3,15673.75,7997.75,4
31168,16331,7996,1,1,16331,7996,1
31169,16333,7996,1,1,16333,7996,1
31170,23576,7997,1,1,23576,7997,1
31171,23581,7997,1,1,23581,7997,1
31172,15646,7998,37,39,15663.17978,8014.606742,890
31173,15682,7998,2,2,15682.66667,7998.333333,3
31174,15685,7998,2,2,15685.5,7998.5,2
31175,16307,7998,1,2,16307,7998.5,2
31176,16331,7998,1,5,16331,8000,5
31177,16333,7999,1,3,16333,8000,3
31178,16335,7999,1,1,16335,7999,1
31179,22508,7998,1,2,22508,7998.5,2
31180,23576,7999,1,1,23576,7999,1
31181,13205,8000,2,2,13205.5,8000.5,2
31182,15675,8001,1,1,15675,8001,1
31183,16727,8001,1,1,16727,8001,1
31184,16732,8001,3,3,16732.8,8002.2,5
31185,18555,8000,1,1,18555,8000,1
31186,22509,8001,1,1,22509,8001,1
31187,15641,8002,1,1,15641,8002,1
31188,16720,8003,1,1,16720,8003,1
31189,18557,8002,1,1,18557,8002,1
31190,22473,8003,1,1,22473,8003,1
31191,13172,8005,2,1,13172.5,8005,2
31192,16710,8004,33,26,16726.32589,8016.982143,448
31193,16722,8004,1,1,16722,8004,1
31194,18525,8005,43,38,18549.2605,8025.121248,833
31195,16734,8006,2,2,16734.5,8006.5,4
31196,18558,8007,1,1,18558,8007,1
31197,22472,8007,1,1,22472,8007,1
31198,15643,8008,1,1,15643,8008,1
31199,15686,8009,2,1,15686.5,8009,2
31200,16296,8008,1,1,16296,8008,1
31201,16311,8009,1,1,16311,8009,1
31202,16739,8009,2,1,16739.5,8009,2
31203,16968,8008,2,2,16968.5,8008.5,2
31204,16975,8008,1,1,16975,8008,1
31205,16978,8008,1,1,16978,8008,1
31206,18508,8009,1,1,18508,8009,1
31207,18510,8008,1,1,18510,8008,1
31208,18540,8008,1,1,18540,8008,1
31209,18561,8008,1,1,18561,8008,1
31210,18563,8008,1,1,18563,8008,1
31211,18565,8009,1,1,18565,8009,1
31212,21008,8009,1,1,21008,8009,1
31213,21009,8009,17,19,21017.39744,8018.076923,156
31214,21016,8008,1,1,21016,8008,1
31215,21018,8008,1,1,21018,8008,1
31216,21022,8008,4,3,21023.66667,8009.166667,6
31217,21027,8009,1,1,21027,8009,1
31218,21031,8009,1,1,21031,8009,1
31219,16290,8010,2,2,16290.5,8010.5,2
31220,16296,8010,1,1,16296,8010,1
31221,16969,8011,2,2,16969.5,8011.5,2
31222,16975,8011,1,1,16975,8011,1
31223,16960,8011,38,39,16978.86021,8030.011184,1073
31224,16988,8010,1,1,16988,8010,1
31225,18491,8011,1,1,18491,8011,1
31226,18493,8010,16,13,18500.24051,8016.341772,79
31227,18506,8010,1,1,18506,8010,1
31228,21019,8011,1,1,21019,8011,1
31229,22473,8010,1,1,22473,8010,1
31230,13207,8013,1,1,13207,8013,1
31231,15644,8013,1,1,15644,8013,1
31232,16295,8012,1,1,16295,8012,1
31233,18489,8013,1,1,18489,8013,1
31234,18501,8013,1,1,18501,8013,1
31235,18508,8013,1,1,18508,8013,1
31236,13176,8015,1,1,13176,8015,1
31237,15684,8015,1,1,15684,8015,1
31238,18488,8015,1,1,18488,8015,1
31239,21026,8015,1,1,21026,8015,1
31240,22508,8015,1,1,22508,8015,1
31241,14606,8017,7,5,14608.8,8019.2,10
31242,15689,8016,3,2,15690,8016.333333,3
31243,16290,8017,1,1,16290,8017,1
31244,21030,8016,1,1,21030,8016,1
31245,14602,8018,2,2,14602.5,8018.5,2
31246,15647,8019,1,2,15647,8019.5,2
31247,16741,8018,2,1,16741.5,8018,2
31248,18511,8019,1,1,18511,8019,1
31249,21012,8018,1,1,21012,8018,1
31250,13186,8021,1,1,13186,8021,1
31251,15683,8021,11,10,15687.96429,8025.339286,56
31252,16290,8020,2,2,16290.5,8020.5,4
31253,16707,8020,1,1,16707,8020,1
31254,16711,8021,2,2,16711.5,8021.5,2
31255,18496,8020,1,1,18496,8020,1
31256,18528,8021,1,1,18528,8021,1
31257,22491,8020,1,1,22491,8020,1
31258,22494,8021,1,1,22494,8021,1
31259,22500,8021,1,1,22500,8021,1
31260,13181,8023,1,1,13181,8023,1
31261,13187,8023,1,1,13187,8023,1
31262,14602,8022,2,1,14602.5,8022,2
31263,14606,8022,1,1,14606,8022,1
31264,14608,8023,1,1,14608,8023,1
31265,21008,8023,1,3,21008,8024,3
31266,22493,8023,1,1,22493,8023,1
31267,15680,8024,2,2,15680.5,8024.5,2
31268,16741,8025,1,1,16741,8025,1
31269,18521,8025,1,1,18521,8025,1
31270,18529,8024,1,1,18529,8024,1
31271,22609,8025,1,1,22609,8025,1
31272,22610,8025,11,11,22614.17544,8030.298246,57
31273,13202,8027,1,1,13202,8027,1
31274,15648,8026,2,3,15648.4,8026.8,5
31275,16715,8026,1,1,16715,8026,1
31276,18570,8026,2,2,18570.5,8026.5,4
31277,21011,8026,1,1,21011,8026,1
31278,22619,8026,1,1,22619,8026,1
31279,22621,8027,1,1,22621,8027,1
31280,13199,8028,1,1,13199,8028,1
31281,15673,8028,1,2,15673,8028.5,2
31282,16719,8028,2,2,16719.5,8028.5,2
31283,16724,8029,2,2,16724.5,8029.5,2
31284,16738,8029,1,1,16738,8029,1
31285,18520,8029,1,1,18520,8029,1
31286,18530,8028,1,1,18530,8028,1
31287,21015,8029,1,2,21015,8029.5,2
31288,13184,8030,1,1,13184,8030,1
31289,13187,8031,1,1,13187,8031,1
31290,13191,8030,1,1,13191,8030,1
31291,15648,8030,2,2,15648.5,8030.5,4
31292,16297,8031,1,1,16297,8031,1
31293,16725,8031,3,3,16726,8032,4
31294,16734,8030,2,2,16734.5,8030.5,2
31295,16739,8031,1,1,16739,8031,1
31296,18532,8031,1,1,18532,8031,1
31297,21019,8031,1,1,21019,8031,1
31298,21023,8031,1,1,21023,8031,1
