Cellid,X,Y,W,H,cX,cY,Aera
0,0,0,25869,11264,12966.18371,5641.390903,288871218
1,1163,16,1,1,1163,16,1
2,1165,17,4,4,1166.5,18.5,12
3,2519,16,4,5,2520.461538,18.30769231,13
4,3088,16,13,14,3094.069767,22.19379845,129
5,3873,17,4,4,3874.5,18.5,12
6,3878,16,1,1,3878,16,1
7,5227,17,4,4,5228.5,18.5,12
8,5231,16,1,1,5231,16,1
9,6579,17,4,4,6580.5,18.5,12
10,7928,16,2,1,7928.5,16,2
11,7931,17,6,4,7934.071429,18.35714286,14
12,9287,17,4,4,9288.5,18.5,12
13,9292,16,1,1,9292,16,1
14,10641,17,4,4,10642.5,18.5,12
15,11995,17,4,4,11996.5,18.5,12
16,11999,16,1,1,11999,16,1
17,7928,23,1,1,7928,23,1
18,3088,30,2,2,3088.5,30.5,4
19,3098,31,1,1,3098,31,1
20,3102,31,1,1,3102,31,1
21,10250,32,4,2,10251.5,32.5,8
22,10255,32,1,1,10255,32,1
23,10250,35,1,1,10250,35,1
24,10250,37,5,7,10252.30769,39.5,26
25,10246,38,3,4,10247,39.83333333,6
26,10249,47,1,1,10249,47,1
27,10251,47,1,1,10251,47,1
28,4103,79,12,12,4108.475,84.95,120
29,4117,82,1,1,4117,82,1
30,4118,86,2,2,4118.5,86.5,4
31,2630,88,1,1,2630,88,1
32,2634,88,2,2,2634.666667,88.66666667,3
33,2637,88,1,1,2637,88,1
34,2639,88,1,2,2639,88.5,2
35,2629,91,4,4,2630.6,92.5,10
36,2635,91,1,1,2635,91,1
37,4106,93,2,1,4106.5,93,2
38,4111,92,4,2,4112.5,92.5,4
39,2637,94,1,1,2637,94,1
40,4098,94,2,2,4098.5,94.5,4
41,10576,104,1,1,10576,104,1
42,10579,107,1,1,10579,107,1
43,10581,107,1,1,10581,107,1
44,10579,109,1,1,10579,109,1
45,10579,111,3,1,10580,111,3
46,8617,136,2,2,8617.666667,136.6666667,3
47,8623,136,1,1,8623,136,1
48,11983,136,1,1,11983,136,1
49,8623,139,1,1,8623,139,1
50,11980,138,3,1,11981,138,3
51,11978,140,1,1,11978,140,1
52,8620,143,1,1,8620,143,1
53,11983,142,1,1,11983,142,1
54,1247,225,1,1,1247,225,1
55,1243,226,1,1,1243,226,1
56,1241,230,1,1,1241,230,1
57,3428,265,1,1,3428,265,1
58,4784,265,1,1,4784,265,1
59,4791,265,1,1,4791,265,1
60,6140,264,1,1,6140,264,1
61,6143,264,1,1,6143,264,1
62,7493,264,1,1,7493,264,1
63,8840,264,1,1,8840,264,1
64,8843,264,1,1,8843,264,1
65,3431,266,1,1,3431,266,1
66,6136,266,1,1,6136,266,1
67,10194,266,1,1,10194,266,1
68,721,269,4,4,722.5,270.5,12
69,2075,269,4,4,2076.5,270.5,12
70,3429,268,3,5,3430.222222,270.2222222,9
71,4783,269,3,4,4784.25,270.5,8
72,4788,269,1,1,4788,269,1
73,6136,269,3,3,6136.8,270.2,5
74,7489,269,4,4,7490.5,270.5,12
75,8844,269,3,4,8844.8,270.5,10
76,10197,269,4,4,10198.63636,270.3636364,11
77,11551,268,5,5,11552.64286,270.3571429,14
78,11558,268,2,2,11558.5,268.5,2
79,4791,270,1,1,4791,270,1
80,8840,271,1,1,8840,271,1
81,712,336,2,2,712.5,336.5,4
82,715,336,1,1,715,336,1
83,723,336,1,1,723,336,1
84,726,338,1,1,726,338,1
85,732,338,1,1,732,338,1
86,735,338,1,1,735,338,1
87,714,340,20,18,723.4008439,348.5063291,237
88,713,347,1,1,713,347,1
89,735,354,1,1,735,354,1
90,714,356,1,1,714,356,1
91,716,356,1,1,716,356,1
92,724,362,2,2,724.5,362.5,4
93,730,364,2,2,730.5,364.5,4
94,1016,416,1,1,1016,416,1
95,1023,416,1,1,1023,416,1
96,1006,418,13,9,1011.802326,422.2325581,86
97,1018,418,2,1,1018.5,418,2
98,1022,418,1,1,1022,418,1
99,1002,423,1,1,1002,423,1
100,1019,425,1,1,1019,425,1
101,1017,427,1,1,1017,427,1
102,1014,428,1,1,1014,428,1
103,1752,521,1,1,1752,521,1
104,1755,521,3,3,1756,521.8,5
105,1752,524,1,1,1752,524,1
106,9447,534,9,6,9450.763158,536.8684211,38
107,9453,541,1,1,9453,541,1
108,5512,564,2,2,5512.5,564.5,4
109,5492,571,34,25,5510.024482,583.4821092,531
110,5513,571,1,1,5513,571,1
111,5488,576,1,1,5488,576,1
112,5492,576,1,1,5492,576,1
113,5530,576,2,2,5530.5,576.5,4
114,5492,578,1,1,5492,578,1
115,5490,580,1,1,5490,580,1
116,5534,580,2,2,5534.5,580.5,4
117,5530,582,2,2,5530.5,582.5,4
118,962,584,2,2,962.5,584.5,4
119,966,584,1,1,966,584,1
120,5534,584,2,2,5534.5,584.5,4
121,5527,587,1,1,5527,587,1
122,964,589,1,1,964,589,1
123,966,588,1,1,966,588,1
124,961,591,1,1,961,591,1
125,5534,590,2,2,5534.5,590.5,4
126,5519,597,1,1,5519,597,1
127,5527,597,1,1,5527,597,1
128,5510,598,1,2,5510,598.5,2
129,5516,598,1,1,5516,598,1
130,1379,640,1,1,1379,640,1
131,1382,642,2,2,1382.5,642.5,4
132,1378,646,1,1,1378,646,1
133,5011,692,3,1,5012,692,3
134,5007,694,13,11,5012.568627,698.6666667,102
135,5019,703,1,1,5019,703,1
136,2599,769,1,1,2599,769,1
137,2586,772,9,9,2590.105263,776.2807018,57
138,2599,775,1,1,2599,775,1
139,2587,783,1,1,2587,783,1
140,2591,782,1,1,2591,782,1
141,2595,783,1,1,2595,783,1
142,5884,786,2,2,5884.5,786.5,4
143,5881,789,1,1,5881,789,1
144,1445,856,1,1,1445,856,1
145,1442,859,1,1,1442,859,1
146,1447,859,1,1,1447,859,1
147,1444,863,1,1,1444,863,1
148,1113,864,1,1,1113,864,1
149,1119,864,1,1,1119,864,1
150,2466,865,1,1,2466,865,1
151,2469,864,2,1,2469.5,864,2
152,3828,865,2,2,3828.5,865.5,2
153,5182,864,1,1,5182,864,1
154,6533,865,2,2,6533.5,865.5,2
155,9239,865,1,1,9239,865,1
156,10592,865,1,1,10592,865,1
157,10598,864,1,1,10598,864,1
158,10877,864,1,2,10877,864.5,2
159,11948,865,1,1,11948,865,1
160,1115,866,3,3,1116.2,866.8,5
161,2469,867,2,1,2469.5,867,2
162,3824,866,2,2,3824.5,866.5,4
163,5178,866,2,2,5178.5,866.5,4
164,6531,866,1,2,6531,866.5,2
165,7883,866,3,3,7884.2,866.8,5
166,7887,866,1,1,7887,866,1
167,9237,866,2,2,9237.5,866.5,2
168,10592,867,1,2,10592,867.5,2
169,10594,867,1,1,10594,867,1
170,10596,866,1,1,10596,866,1
171,10599,867,1,1,10599,867,1
172,11946,867,1,1,11946,867,1
173,11950,866,1,1,11950,866,1
174,1113,868,1,1,1113,868,1
175,1119,871,1,1,1119,871,1
176,2464,871,1,1,2464,871,1
177,3830,871,1,1,3830,871,1
178,5180,870,1,1,5180,870,1
179,6534,871,1,1,6534,871,1
180,9236,871,1,1,9236,871,1
181,10859,871,11,8,10863.84906,874.6792453,53
182,10868,871,1,1,10868,871,1
183,11944,871,1,1,11944,871,1
184,10856,872,2,2,10856.5,872.5,4
185,10872,874,2,2,10872.5,874.5,4
186,10870,877,1,1,10870,877,1
187,313,881,1,2,313,881.5,2
188,317,883,3,3,317.8571429,884.2857143,7
189,529,928,1,1,529,928,1
190,531,928,1,1,531,928,1
191,533,928,1,1,533,928,1
192,529,933,1,1,529,933,1
193,532,933,1,1,532,933,1
194,532,935,1,1,532,935,1
195,4854,960,2,1,4854.5,960,2
196,4850,963,1,1,4850,963,1
197,4853,962,1,1,4853,962,1
198,4854,965,1,1,4854,965,1
199,4848,967,1,1,4848,967,1
200,240,1001,1,1,240,1001,1
201,246,1005,2,1,246.5,1005,2
202,242,1006,1,1,242,1006,1
203,870,1113,1,1,870,1113,1
204,859,1115,19,19,867.2010309,1123.195876,194
205,877,1114,3,2,878,1114.666667,3
206,858,1119,1,1,858,1119,1
207,858,1125,1,1,858,1125,1
208,856,1128,1,1,856,1128,1
209,2185,1128,2,2,2185.5,1128.5,4
210,858,1131,3,3,858.6,1132.4,5
211,871,1133,1,1,871,1133,1
212,876,1132,2,2,876.5,1132.5,4
213,2188,1133,1,1,2188,1133,1
214,863,1135,1,1,863,1135,1
215,2191,1134,1,1,2191,1134,1
216,12290,1288,2,2,12290.5,1288.5,4
217,12294,1290,1,1,12294,1290,1
218,3444,1296,2,2,3444.5,1296.5,4
219,3454,1296,2,2,3454.5,1296.5,4
220,825,1305,1,1,825,1305,1
221,827,1307,1,1,827,1307,1
222,3446,1306,10,10,3450.8,1310.184615,65
223,829,1308,11,11,833.7604167,1313.083333,96
224,826,1312,1,1,826,1312,1
225,826,1315,1,1,826,1315,1
226,824,1317,1,1,824,1317,1
227,3451,1319,1,1,3451,1319,1
228,3444,1326,2,2,3444.5,1326.5,4
229,5103,1385,1,1,5103,1385,1
230,5102,1388,2,1,5102.5,1388,2
231,5097,1391,17,15,5103.098485,1397.143939,132
232,5110,1392,1,1,5110,1392,1
233,5105,1403,1,1,5105,1403,1
234,5107,1404,1,1,5107,1404,1
235,2397,1441,2,2,2397.5,1441.5,2
236,2392,1442,1,1,2392,1442,1
237,2401,1442,1,1,2401,1442,1
238,2403,1442,3,2,2404.2,1442.4,5
239,2393,1445,15,12,2399.376,1450.552,125
240,4656,1456,1,1,4656,1456,1
241,4658,1456,1,1,4658,1456,1
242,4664,1456,1,1,4664,1456,1
243,4667,1457,1,1,4667,1457,1
244,4548,1458,237,321,4678.628982,1604.705915,37292
245,4648,1464,1,1,4648,1464,1
246,4704,1464,1,1,4704,1464,1
247,4706,1464,1,1,4706,1464,1
248,4715,1465,1,1,4715,1465,1
249,4648,1467,1,1,4648,1467,1
250,4671,1466,1,1,4671,1466,1
251,4712,1467,1,1,4712,1467,1
252,4721,1466,1,1,4721,1466,1
253,4633,1472,1,1,4633,1472,1
254,4703,1472,1,1,4703,1472,1
255,4741,1472,1,1,4741,1472,1
256,4752,1473,2,2,4752.5,1473.5,2
257,4632,1479,1,1,4632,1479,1
258,3476,1480,2,1,3476.5,1480,2
259,4767,1480,1,1,4767,1480,1
260,3478,1482,1,1,3478,1482,1
261,4634,1482,1,1,4634,1482,1
262,4762,1482,1,2,4762,1482.5,2
263,3472,1484,1,2,3472,1484.5,2
264,3476,1484,1,1,3476,1484,1
265,4762,1485,1,1,4762,1485,1
266,4764,1484,1,1,4764,1484,1
267,4766,1484,1,1,4766,1484,1
268,3474,1486,1,1,3474,1486,1
269,4766,1490,2,2,4766.666667,1490.666667,3
270,4771,1491,2,2,4771.5,1491.5,2
271,4774,1491,1,1,4774,1491,1
272,4633,1493,1,1,4633,1493,1
273,4769,1492,1,1,4769,1492,1
274,4774,1496,1,1,4774,1496,1
275,4880,1496,1,1,4880,1496,1
276,4915,1496,1,1,4915,1496,1
277,4655,1499,1,1,4655,1499,1
278,4891,1499,1,1,4891,1499,1
279,4897,1499,1,1,4897,1499,1
280,4782,1501,1,1,4782,1501,1
281,4906,1500,1,1,4906,1500,1
282,4845,1501,123,115,4905.133031,1555.537347,10148
283,4652,1503,1,1,4652,1503,1
284,4657,1506,1,1,4657,1506,1
285,4783,1507,1,1,4783,1507,1
286,4932,1507,1,1,4932,1507,1
287,4934,1506,1,1,4934,1506,1
288,4651,1512,1,1,4651,1512,1
289,4654,1512,1,1,4654,1512,1
290,4650,1514,1,1,4650,1514,1
291,4650,1517,1,1,4650,1517,1
292,4851,1518,2,2,4851.5,1518.5,2
293,4640,1520,3,2,4641,1520.5,6
294,4778,1523,1,1,4778,1523,1
295,4782,1522,1,2,4782,1522.5,2
296,4779,1525,1,1,4779,1525,1
297,4630,1528,1,1,4630,1528,1
298,4955,1528,1,1,4955,1528,1
299,4779,1530,2,3,4779.333333,1531,3
300,4782,1530,2,1,4782.5,1530,2
301,4627,1532,1,1,4627,1532,1
302,4783,1534,1,1,4783,1534,1
303,4959,1535,1,1,4959,1535,1
304,4616,1537,1,1,4616,1537,1
305,4620,1536,1,2,4620,1536.5,2
306,4775,1537,1,1,4775,1537,1
307,4963,1536,1,1,4963,1536,1
308,4842,1539,1,1,4842,1539,1
309,4963,1540,1,1,4963,1540,1
310,4775,1542,1,2,4775,1542.5,2
311,4610,1545,2,1,4610.5,1545,2
312,4611,1551,1,1,4611,1551,1
313,4774,1560,1,1,4774,1560,1
314,4781,1561,2,1,4781.5,1561,2
315,4778,1562,1,1,4778,1562,1
316,4619,1565,1,1,4619,1565,1
317,4775,1564,1,1,4775,1564,1
318,4781,1564,2,1,4781.5,1564,2
319,4776,1567,1,1,4776,1567,1
320,6389,1569,1,1,6389,1569,1
321,4848,1570,1,1,4848,1570,1
322,4853,1570,1,1,4853,1570,1
323,6384,1571,1,3,6384,1572,3
324,6386,1571,5,6,6388.04,1573.12,25
325,4774,1573,1,1,4774,1573,1
326,4849,1573,1,1,4849,1573,1
327,6392,1572,2,2,6392.5,1572.5,4
328,4773,1575,1,1,4773,1575,1
329,4965,1575,1,1,4965,1575,1
330,1897,1576,1,1,1897,1576,1
331,1903,1577,1,1,1903,1577,1
332,4608,1577,1,1,4608,1577,1
333,4611,1577,1,1,4611,1577,1
334,4775,1578,1,1,4775,1578,1
335,1890,1581,17,13,1898.902985,1587.19403,134
336,4966,1581,1,1,4966,1581,1
337,4768,1582,2,2,4768.5,1582.5,2
338,4963,1583,1,1,4963,1583,1
339,6386,1582,2,2,6386.5,1582.5,4
340,6390,1582,2,2,6390.5,1582.5,4
341,4768,1585,3,2,4769,1585.333333,3
342,4602,1586,3,3,4603,1587,3
343,4858,1586,1,1,4858,1586,1
344,1889,1590,1,1,1889,1590,1
345,1891,1591,1,1,1891,1591,1
346,4592,1593,1,1,4592,1593,1
347,4859,1595,1,1,4859,1595,1
348,4862,1595,1,1,4862,1595,1
349,4958,1594,2,2,4958.5,1594.5,4
350,4594,1597,1,1,4594,1597,1
351,4862,1597,1,1,4862,1597,1
352,4858,1599,1,1,4858,1599,1
353,4864,1599,1,1,4864,1599,1
354,4932,1604,1,1,4932,1604,1
355,5210,1604,2,2,5210.5,1604.5,4
356,4929,1607,1,1,4929,1607,1
357,5202,1608,2,2,5202.5,1608.5,4
358,5209,1609,8,8,5212.170213,1611.957447,47
359,5216,1609,1,1,5216,1609,1
360,4882,1610,3,2,4883,1610.666667,3
361,4589,1612,1,1,4589,1612,1
362,4914,1612,1,1,4914,1612,1
363,4919,1613,1,1,4919,1613,1
364,5204,1612,2,2,5204.5,1612.5,4
365,5219,1612,1,2,5219,1612.5,2
366,5222,1613,1,1,5222,1613,1
367,4586,1615,2,1,4586.5,1615,2
368,4886,1615,1,1,4886,1615,1
369,4888,1614,1,1,4888,1614,1
370,4908,1614,1,1,4908,1614,1
371,4770,1624,1,1,4770,1624,1
372,4586,1630,1,1,4586,1630,1
373,4768,1630,2,2,4768.333333,1630.666667,3
374,4766,1632,1,1,4766,1632,1
375,4749,1634,4,5,4750.142857,1636,7
376,4755,1634,1,1,4755,1634,1
377,4764,1635,1,2,4764,1635.5,2
378,4754,1636,1,1,4754,1636,1
379,4753,1639,1,1,4753,1639,1
380,4761,1639,1,1,4761,1639,1
381,4753,1641,1,1,4753,1641,1
382,4758,1641,1,2,4758,1641.5,2
383,4752,1645,1,2,4752,1645.5,2
384,4751,1649,3,1,4752,1649,3
385,4752,1652,1,1,4752,1652,1
386,4651,1657,1,1,4651,1657,1
387,4653,1657,2,2,4653.333333,1657.333333,3
388,4646,1659,2,2,4646.5,1659.5,2
389,4649,1658,1,1,4649,1658,1
390,4568,1661,1,1,4568,1661,1
391,4659,1661,1,1,4659,1661,1
392,4647,1662,1,1,4647,1662,1
393,4652,1663,1,1,4652,1663,1
394,4657,1663,1,1,4657,1663,1
395,4737,1662,1,1,4737,1662,1
396,4561,1665,1,1,4561,1665,1
397,10648,1664,2,2,10648.5,1664.5,4
398,4743,1666,1,1,4743,1666,1
399,10640,1666,1,1,10640,1666,1
400,10642,1666,3,2,10642.8,1666.6,5
401,4740,1668,1,1,4740,1668,1
402,4743,1669,1,1,4743,1669,1
403,4560,1670,2,2,4560.5,1670.5,2
404,4633,1671,1,1,4633,1671,1
405,4657,1671,1,1,4657,1671,1
406,4736,1671,2,1,4736.5,1671,2
407,10640,1671,10,6,10644.775,1673.5,40
408,10652,1670,2,2,10652.5,1670.5,4
409,4552,1672,2,2,4552.5,1672.5,2
410,4556,1672,1,1,4556,1672,1
411,5036,1672,3,2,5036.8,1672.4,5
412,5037,1675,1,1,5037,1675,1
413,4629,1676,1,1,4629,1676,1
414,4656,1676,1,1,4656,1676,1
415,4734,1676,2,2,4734.5,1676.5,2
416,5037,1677,1,1,5037,1677,1
417,4731,1679,2,1,4731.5,1679,2
418,10645,1679,2,1,10645.5,1679,2
419,4656,1688,1,1,4656,1688,1
420,4656,1690,1,1,4656,1690,1
421,4658,1690,1,1,4658,1690,1
422,4704,1693,1,1,4704,1693,1
423,4719,1692,1,1,4719,1692,1
424,4544,1694,1,1,4544,1694,1
425,4629,1695,2,4,4629.75,1696.5,4
426,4724,1694,1,1,4724,1694,1
427,4622,1697,3,3,4623,1698,5
428,4657,1697,1,1,4657,1697,1
429,4702,1696,1,1,4702,1696,1
430,4714,1696,1,1,4714,1696,1
431,4718,1696,1,1,4718,1696,1
432,5712,1696,2,2,5712.5,1696.5,4
433,5726,1696,2,2,5726.5,1696.5,4
434,4576,1699,1,2,4576,1699.5,2
435,5702,1698,10,8,5706.230769,1701.576923,52
436,5733,1699,1,1,5733,1699,1
437,4554,1700,1,1,4554,1700,1
438,5696,1700,2,2,5696.5,1700.5,4
439,5700,1700,1,2,5700,1700.5,2
440,5727,1700,1,1,5727,1700,1
441,5701,1700,39,26,5720.532468,1714.257143,385
442,5731,1700,1,1,5731,1700,1
443,4556,1702,1,1,4556,1702,1
444,4571,1703,1,1,4571,1703,1
445,4574,1702,1,1,4574,1702,1
446,5720,1703,3,2,5721,1703.333333,3
447,5735,1703,1,2,5735,1703.5,2
448,4564,1707,1,3,4564,1708,3
449,4567,1707,1,3,4567,1708,3
450,4578,1706,1,1,4578,1706,1
451,4620,1707,1,1,4620,1707,1
452,5704,1707,1,1,5704,1707,1
453,5706,1707,1,1,5706,1707,1
454,5711,1706,1,1,5711,1706,1
455,5713,1706,1,1,5713,1706,1
456,5733,1706,1,1,5733,1706,1
457,4578,1708,1,2,4578,1708.5,2
458,4656,1709,2,1,4656.5,1709,2
459,5734,1708,1,1,5734,1708,1
460,4619,1711,1,1,4619,1711,1
461,4659,1711,4,3,4660.571429,1712.285714,7
462,4702,1711,1,1,4702,1711,1
463,4576,1712,1,1,4576,1712,1
464,4577,1714,1,1,4577,1714,1
465,5698,1714,2,2,5698.5,1714.5,4
466,5738,1714,1,1,5738,1714,1
467,4578,1717,1,1,4578,1717,1
468,4582,1717,1,1,4582,1717,1
469,4593,1717,1,1,4593,1717,1
470,4703,1716,1,1,4703,1716,1
471,5698,1717,2,2,5698.5,1717.5,2
472,5716,1717,1,1,5716,1717,1
473,5737,1717,1,1,5737,1717,1
474,4576,1719,1,1,4576,1719,1
475,4581,1719,1,1,4581,1719,1
476,5717,1719,1,1,5717,1719,1
477,5741,1719,1,2,5741,1719.5,2
478,4641,1720,1,1,4641,1720,1
479,4643,1720,1,1,4643,1720,1
480,4648,1720,1,1,4648,1720,1
481,5715,1721,1,1,5715,1721,1
482,5731,1721,1,2,5731,1721.5,2
483,4593,1722,1,2,4593,1722.5,2
484,4646,1723,1,1,4646,1723,1
485,4701,1722,1,2,4701,1722.5,2
486,4595,1724,1,1,4595,1724,1
487,5709,1725,1,1,5709,1725,1
488,5716,1724,1,1,5716,1724,1
489,4593,1726,1,1,4593,1726,1
490,4606,1727,1,1,4606,1727,1
491,5704,1727,1,1,5704,1727,1
492,4623,1728,1,1,4623,1728,1
493,4627,1728,1,1,4627,1728,1
494,4629,1728,1,1,4629,1728,1
495,4620,1730,3,1,4621,1730,3
496,4624,1731,1,1,4624,1731,1
497,4626,1730,2,2,4626.5,1730.5,2
498,4702,1731,1,1,4702,1731,1
499,4623,1733,2,2,4623.666667,1733.333333,3
500,4621,1735,1,1,4621,1735,1
501,4702,1734,2,2,4702.5,1734.5,2
502,4701,1737,1,1,4701,1737,1
503,5682,1736,1,1,5682,1736,1
504,4624,1738,1,1,4624,1738,1
505,5633,1739,94,81,5684.389176,1776.669121,5026
506,5677,1738,1,1,5677,1738,1
507,4619,1740,1,1,4619,1740,1
508,4701,1740,1,1,4701,1740,1
509,4619,1742,2,2,4619.333333,1742.666667,3
510,4700,1743,2,3,4700.666667,1744,3
511,5702,1742,1,1,5702,1742,1
512,4698,1744,1,2,4698,1744.5,2
513,5711,1744,1,1,5711,1744,1
514,5828,1745,2,4,5828.5,1746.5,6
515,5830,1744,1,1,5830,1744,1
516,4699,1747,2,1,4699.5,1747,2
517,5652,1747,1,1,5652,1747,1
518,5713,1746,1,1,5713,1746,1
519,4616,1749,1,1,4616,1749,1
520,4699,1749,1,1,4699,1749,1
521,4633,1750,1,1,4633,1750,1
522,4635,1750,2,1,4635.5,1750,2
523,4639,1750,1,1,4639,1750,1
524,4694,1751,2,2,4694.333333,1751.333333,3
525,4701,1751,1,1,4701,1751,1
526,5652,1750,1,1,5652,1750,1
527,5719,1751,1,1,5719,1751,1
528,5825,1751,1,1,5825,1751,1
529,5827,1751,1,1,5827,1751,1
530,5831,1750,1,1,5831,1750,1
531,4627,1752,1,1,4627,1752,1
532,4630,1753,1,1,4630,1753,1
533,4621,1755,2,1,4621.5,1755,2
534,4627,1754,1,3,4627,1755,3
535,5720,1755,1,1,5720,1755,1
536,4692,1759,1,1,4692,1759,1
537,4695,1760,1,1,4695,1760,1
538,5634,1760,1,1,5634,1760,1
539,5637,1760,1,1,5637,1760,1
540,5725,1760,1,2,5725,1760.5,2
541,5727,1760,1,1,5727,1760,1
542,5633,1763,3,1,5634,1763,3
543,4658,1765,1,1,4658,1765,1
544,4690,1764,1,1,4690,1764,1
545,5634,1765,2,2,5634.666667,1765.666667,3
546,5725,1764,1,1,5725,1764,1
547,1436,1766,2,2,1436.5,1766.5,4
548,4689,1767,1,1,4689,1767,1
549,5632,1766,1,1,5632,1766,1
550,5725,1766,3,3,5726.25,1767,4
551,4656,1769,2,1,4656.5,1769,2
552,10288,1768,6,3,10290.1,1768.7,10
553,4687,1770,1,1,4687,1770,1
554,5633,1771,1,1,5633,1771,1
555,4659,1773,1,1,4659,1773,1
556,4662,1773,1,1,4662,1773,1
557,5633,1773,1,1,5633,1773,1
558,10287,1772,7,10,10289.77778,1776.622222,45
559,4662,1775,1,1,4662,1775,1
560,4667,1774,1,1,4667,1774,1
561,4678,1777,1,1,4678,1777,1
562,5947,1776,1,1,5947,1776,1
563,10282,1776,1,1,10282,1776,1
564,4671,1779,3,2,4672,1779.666667,3
565,5633,1779,1,1,5633,1779,1
566,4669,1780,1,1,4669,1780,1
567,4678,1781,2,2,4678.5,1781.5,2
568,5638,1781,1,1,5638,1781,1
569,5929,1781,2,2,5929.333333,1781.333333,3
570,5946,1781,2,2,5946.666667,1781.333333,3
571,4672,1782,1,1,4672,1782,1
572,5635,1783,1,1,5635,1783,1
573,5932,1783,1,1,5932,1783,1
574,5727,1785,1,1,5727,1785,1
575,5642,1789,2,2,5642.5,1789.5,2
576,10288,1788,2,2,10288.5,1788.5,4
577,10300,1788,4,4,10301.83333,1789.833333,12
578,5644,1791,1,1,5644,1791,1
579,5647,1791,1,1,5647,1791,1
580,5727,1791,1,1,5727,1791,1
581,5905,1792,2,4,5905.5,1793.166667,6
582,553,1801,1,1,553,1801,1
583,564,1800,1,2,564,1800.5,2
584,570,1800,4,2,571.5,1800.5,8
585,5468,1800,19,12,5476.711538,1804.817308,104
586,5488,1801,2,5,5488.2,1803,5
587,5493,1800,2,2,5493.5,1800.5,2
588,5497,1800,1,1,5497,1800,1
589,5648,1800,2,2,5648.5,1800.5,4
590,556,1802,1,1,556,1802,1
591,558,1803,7,6,561,1805.382353,34
592,4130,1802,2,2,4130.5,1802.5,4
593,5492,1803,1,1,5492,1803,1
594,5497,1802,1,1,5497,1802,1
595,5500,1802,1,1,5500,1802,1
596,4129,1805,1,1,4129,1805,1
597,4135,1804,1,1,4135,1804,1
598,5467,1804,1,1,5467,1804,1
599,5497,1804,1,1,5497,1804,1
600,553,1807,1,1,553,1807,1
601,5495,1807,1,1,5495,1807,1
602,5497,1806,1,1,5497,1806,1
603,5500,1806,1,1,5500,1806,1
604,5656,1807,1,1,5656,1807,1
605,5660,1807,1,1,5660,1807,1
606,5665,1807,1,1,5665,1807,1
607,5465,1808,1,1,5465,1808,1
608,5468,1809,1,1,5468,1809,1
609,5488,1808,1,1,5488,1808,1
610,5715,1809,1,1,5715,1809,1
611,5465,1810,1,2,5465,1810.5,2
612,5477,1811,1,2,5477,1811.5,2
613,5465,1813,2,2,5465.666667,1813.666667,3
614,5471,1813,1,1,5471,1813,1
615,5488,1813,1,2,5488,1813.5,2
616,5491,1812,1,1,5491,1812,1
617,5493,1812,2,1,5493.5,1812,2
618,5716,1812,1,1,5716,1812,1
619,5468,1815,1,1,5468,1815,1
620,5676,1814,1,1,5676,1814,1
621,5710,1815,1,1,5710,1815,1
622,4501,1817,1,1,4501,1817,1
623,4506,1816,1,1,4506,1816,1
624,4509,1817,1,1,4509,1817,1
625,5425,1816,1,2,5425,1816.5,2
626,5428,1816,2,2,5428.5,1816.5,2
627,5432,1816,1,2,5432,1816.5,2
628,5413,1817,126,91,5473.838194,1859.150623,7064
629,5466,1817,1,1,5466,1817,1
630,5476,1816,1,1,5476,1816,1
631,5479,1816,1,2,5479,1816.5,2
632,5484,1816,1,1,5484,1816,1
633,5486,1817,1,1,5486,1817,1
634,4491,1819,14,17,4496.690265,1827.637168,113
635,4503,1819,1,3,4503,1820,3
636,5428,1819,1,1,5428,1819,1
637,5456,1819,3,3,5457,1820,3
638,5460,1819,1,1,5460,1819,1
639,4505,1821,1,1,4505,1821,1
640,4508,1820,1,1,4508,1820,1
641,5417,1820,1,1,5417,1820,1
642,5444,1820,1,1,5444,1820,1
643,5467,1821,2,1,5467.5,1821,2
644,5471,1821,1,1,5471,1821,1
645,5680,1820,2,2,5680.5,1820.5,4
646,4508,1822,1,1,4508,1822,1
647,5424,1823,1,1,5424,1823,1
648,5692,1822,4,2,5693.5,1822.5,8
649,5697,1822,1,1,5697,1822,1
650,4490,1824,1,1,4490,1824,1
651,4514,1825,2,2,4514.5,1825.5,2
652,4525,1825,1,1,4525,1825,1
653,5414,1824,3,3,5414.75,1825,4
654,5418,1825,1,1,5418,1825,1
655,5420,1824,1,1,5420,1824,1
656,5422,1825,1,1,5422,1825,1
657,5428,1824,2,2,5428.5,1824.5,4
658,5494,1824,1,1,5494,1824,1
659,5508,1825,3,2,5509,1825.666667,3
660,5515,1824,1,1,5515,1824,1
661,5519,1824,1,1,5519,1824,1
662,6316,1824,3,2,6317,1824.333333,3
663,4506,1827,1,3,4506,1828,3
664,4509,1827,1,1,4509,1827,1
665,4511,1826,2,1,4511.5,1826,2
666,4517,1826,5,4,4518.666667,1827.444444,9
667,4523,1826,1,1,4523,1826,1
668,5408,1827,1,1,5408,1827,1
669,5419,1827,1,1,5419,1827,1
670,5428,1827,2,1,5428.5,1827,2
671,5518,1826,1,1,5518,1826,1
672,6319,1827,1,1,6319,1827,1
673,4489,1829,1,1,4489,1829,1
674,4511,1828,2,2,4511.5,1828.5,2
675,4514,1829,1,1,4514,1829,1
676,4522,1828,1,1,4522,1828,1
677,5410,1828,1,1,5410,1828,1
678,5415,1828,1,1,5415,1828,1
679,5416,1829,4,4,5417.9,1830.4,10
