,Cellid,X,Y,W,H,cX,cY,Aera
49455,49455,4908,13209,2,2,4908.5,13209.5,2
49456,49456,4903,13208,19,21,4913.053571428572,13219.535714285714,112
49457,49457,5008,13209,1,1,5008.0,13209.0,1
49458,49458,5068,13209,2,2,5068.5,13209.5,2
49459,49459,5336,13209,5,3,5337.833333333333,13209.666666666666,6
49460,49460,5698,13209,1,1,5698.0,13209.0,1
49461,49461,5701,13208,3,4,5702.0,13209.5,4
49462,49462,5785,13208,1,1,5785.0,13208.0,1
49463,49463,1150,13210,5,6,1151.7727272727273,13212.681818181818,22
49464,49464,1158,13210,1,1,1158.0,13210.0,1
49465,49465,3481,13210,1,1,3481.0,13210.0,1
49466,49466,3867,13210,2,2,3867.5,13210.5,2
49467,49467,3879,13211,1,2,3879.0,13211.5,2
49468,49468,3961,13210,1,1,3961.0,13210.0,1
49469,49469,3963,13211,1,2,3963.0,13211.5,2
49470,49470,4193,13211,1,1,4193.0,13211.0,1
49471,49471,4195,13210,1,2,4195.0,13210.5,2
49472,49472,4196,13210,7,5,4198.888888888889,13212.444444444445,9
49473,49473,4266,13210,2,4,4266.8,13211.2,5
49474,49474,4269,13210,1,1,4269.0,13210.0,1
49475,49475,4555,13211,4,1,4556.5,13211.0,4
49476,49476,4746,13211,1,1,4746.0,13211.0,1
49477,49477,4750,13210,2,1,4750.5,13210.0,2
49478,49478,4753,13211,2,1,4753.5,13211.0,2
49479,49479,4764,13211,4,1,4765.5,13211.0,4
49480,49480,4911,13211,2,2,4911.333333333333,13211.666666666666,3
49481,49481,4919,13210,2,1,4919.5,13210.0,2
49482,49482,4922,13210,1,1,4922.0,13210.0,1
49483,49483,4924,13211,2,2,4924.333333333333,13211.333333333334,3
49484,49484,5014,13211,1,1,5014.0,13211.0,1
49485,49485,5065,13210,2,2,5065.5,13210.5,2
49486,49486,5077,13210,1,2,5077.0,13210.5,2
49487,49487,5548,13210,1,1,5548.0,13210.0,1
49488,49488,5666,13210,1,1,5666.0,13210.0,1
49489,49489,5783,13210,1,1,5783.0,13210.0,1
49490,49490,5785,13210,1,1,5785.0,13210.0,1
49491,49491,1144,13213,1,1,1144.0,13213.0,1
49492,49492,3853,13212,1,1,3853.0,13212.0,1
49493,49493,3860,13212,1,1,3860.0,13212.0,1
49494,49494,3863,13213,1,1,3863.0,13213.0,1
49495,49495,3865,13212,1,1,3865.0,13212.0,1
49496,49496,3865,13213,5,3,3867.0,13214.166666666666,6
49497,49497,3872,13213,1,2,3872.0,13213.5,2
49498,49498,4148,13212,1,1,4148.0,13212.0,1
49499,49499,4265,13212,1,1,4265.0,13212.0,1
49500,49500,4750,13212,4,4,4751.8,13213.4,5
49501,49501,4762,13213,1,1,4762.0,13213.0,1
49502,49502,4765,13213,1,2,4765.0,13213.5,2
49503,49503,4909,13213,1,1,4909.0,13213.0,1
49504,49504,4920,13213,2,2,4920.5,13213.5,2
49505,49505,5064,13212,1,2,5064.0,13212.5,2
49506,49506,5068,13213,4,6,5069.461538461538,13216.153846153846,13
49507,49507,5670,13213,1,1,5670.0,13213.0,1
49508,49508,5672,13213,2,2,5672.5,13213.5,2
49509,49509,5703,13213,1,1,5703.0,13213.0,1
49510,49510,5778,13212,1,1,5778.0,13212.0,1
49511,49511,5783,13213,2,2,5783.333333333333,13213.666666666666,3
49512,49512,1147,13214,1,1,1147.0,13214.0,1
49513,49513,1157,13215,1,1,1157.0,13215.0,1
49514,49514,3481,13215,1,1,3481.0,13215.0,1
49515,49515,3816,13215,1,1,3816.0,13215.0,1
49516,49516,3822,13215,2,2,3822.5,13215.5,2
49517,49517,3869,13215,3,3,3869.6,13216.0,5
49518,49518,3877,13214,4,6,3879.0,13216.5,8
49519,49519,3966,13214,1,1,3966.0,13214.0,1
49520,49520,4194,13215,1,1,4194.0,13215.0,1
49521,49521,4200,13215,1,1,4200.0,13215.0,1
49522,49522,4287,13214,1,1,4287.0,13214.0,1
49523,49523,4540,13215,1,1,4540.0,13215.0,1
49524,49524,4555,13215,1,2,4555.0,13215.5,2
49525,49525,4557,13215,3,1,4558.0,13215.0,3
49526,49526,4736,13214,3,2,4737.0,13214.333333333334,3
49527,49527,4747,13214,1,1,4747.0,13214.0,1
49528,49528,4898,13214,10,7,4902.9655172413795,13217.275862068966,29
49529,49529,4923,13214,1,1,4923.0,13214.0,1
49530,49530,5011,13214,1,1,5011.0,13214.0,1
49531,49531,5014,13214,1,1,5014.0,13214.0,1
49532,49532,4544,13214,767,665,4952.616044198135,13540.463171663627,290510
49533,49533,5336,13215,1,1,5336.0,13215.0,1
49534,49534,5778,13215,2,1,5778.5,13215.0,2
49535,49535,3814,13216,1,1,3814.0,13216.0,1
49536,49536,3968,13217,2,2,3968.5,13217.5,2
49537,49537,4192,13217,1,1,4192.0,13217.0,1
49538,49538,4202,13216,2,2,4202.666666666667,13216.666666666666,3
49539,49539,4220,13217,1,2,4220.0,13217.5,2
49540,49540,4288,13217,2,3,4288.333333333333,13218.0,3
49541,49541,4551,13216,2,3,4551.333333333333,13217.0,3
49542,49542,4735,13217,1,1,4735.0,13217.0,1
49543,49543,4763,13216,4,4,4764.285714285715,13217.857142857143,7
49544,49544,4766,13216,3,2,4767.25,13216.25,4
49545,49545,4770,13216,1,2,4770.0,13216.5,2
49546,49546,4773,13216,1,1,4773.0,13216.0,1
49547,49547,4985,13217,1,1,4985.0,13217.0,1
49548,49548,5000,13217,1,1,5000.0,13217.0,1
49549,49549,5004,13216,1,1,5004.0,13216.0,1
49550,49550,5006,13216,2,2,5006.5,13216.5,2
49551,49551,5009,13216,1,1,5009.0,13216.0,1
49552,49552,5016,13217,2,3,5016.666666666667,13218.0,3
49553,49553,5019,13217,1,1,5019.0,13217.0,1
49554,49554,5028,13216,1,1,5028.0,13216.0,1
49555,49555,5039,13217,1,2,5039.0,13217.5,2
49556,49556,5043,13216,1,1,5043.0,13216.0,1
49557,49557,5047,13217,1,1,5047.0,13217.0,1
49558,49558,5049,13216,1,1,5049.0,13216.0,1
49559,49559,5057,13217,1,1,5057.0,13217.0,1
49560,49560,5059,13216,1,1,5059.0,13216.0,1
49561,49561,5066,13217,1,1,5066.0,13217.0,1
49562,49562,5095,13216,1,1,5095.0,13216.0,1
49563,49563,5099,13216,1,1,5099.0,13216.0,1
49564,49564,5103,13216,4,3,5104.6,13216.8,5
49565,49565,5111,13216,1,1,5111.0,13216.0,1
49566,49566,5309,13216,3,2,5310.0,13216.5,6
49567,49567,5330,13217,1,1,5330.0,13217.0,1
49568,49568,5338,13216,1,1,5338.0,13216.0,1
49569,49569,5371,13216,1,1,5371.0,13216.0,1
49570,49570,5553,13217,1,1,5553.0,13217.0,1
49571,49571,5673,13216,2,3,5673.5,13216.75,4
49572,49572,5720,13217,1,2,5720.0,13217.5,2
49573,49573,5722,13217,2,2,5722.333333333333,13217.333333333334,3
49574,49574,5780,13217,1,1,5780.0,13217.0,1
49575,49575,3808,13218,1,1,3808.0,13218.0,1
49576,49576,3826,13219,3,4,3827.0,13220.5,4
49577,49577,3976,13218,1,1,3976.0,13218.0,1
49578,49578,4067,13219,1,1,4067.0,13219.0,1
49579,49579,4212,13219,1,1,4212.0,13219.0,1
49580,49580,4216,13218,1,1,4216.0,13218.0,1
49581,49581,4218,13218,1,1,4218.0,13218.0,1
49582,49582,4226,13218,1,1,4226.0,13218.0,1
49583,49583,4228,13219,1,1,4228.0,13219.0,1
49584,49584,4539,13218,1,1,4539.0,13218.0,1
49585,49585,4541,13218,3,3,4542.25,13218.75,4
49586,49586,4909,13219,1,1,4909.0,13219.0,1
49587,49587,5012,13218,1,1,5012.0,13218.0,1
49588,49588,5019,13219,1,1,5019.0,13219.0,1
49589,49589,5025,13219,3,3,5026.25,13220.0,4
49590,49590,5030,13218,1,1,5030.0,13218.0,1
49591,49591,5041,13218,1,1,5041.0,13218.0,1
49592,49592,5043,13218,1,1,5043.0,13218.0,1
49593,49593,5101,13219,1,1,5101.0,13219.0,1
49594,49594,5103,13219,2,2,5103.333333333333,13219.333333333334,3
49595,49595,5115,13218,1,1,5115.0,13218.0,1
49596,49596,5305,13218,1,1,5305.0,13218.0,1
49597,49597,5694,13219,2,2,5694.5,13219.5,2
49598,49598,5727,13219,1,1,5727.0,13219.0,1
49599,49599,5771,13219,2,1,5771.5,13219.0,2
49600,49600,5778,13219,1,1,5778.0,13219.0,1
49601,49601,3491,13220,1,1,3491.0,13220.0,1
49602,49602,3494,13220,1,2,3494.0,13220.5,2
49603,49603,3715,13220,3,2,3715.75,13220.25,4
49604,49604,3811,13221,1,1,3811.0,13221.0,1
49605,49605,3814,13221,1,1,3814.0,13221.0,1
49606,49606,3822,13221,1,1,3822.0,13221.0,1
49607,49607,3975,13220,2,1,3975.5,13220.0,2
49608,49608,3979,13221,1,1,3979.0,13221.0,1
49609,49609,4072,13220,2,2,4072.5,13220.5,2
49610,49610,4212,13221,2,2,4212.5,13221.5,2
49611,49611,4223,13220,1,1,4223.0,13220.0,1
49612,49612,4259,13220,8,10,4262.416666666667,13223.916666666666,24
49613,49613,4541,13221,1,1,4541.0,13221.0,1
49614,49614,4764,13221,2,2,4764.5,13221.5,2
49615,49615,4921,13221,3,2,4921.75,13221.5,4
49616,49616,4925,13220,2,3,4925.5,13221.25,4
49617,49617,4984,13220,2,1,4984.5,13220.0,2
49618,49618,5033,13221,8,4,5036.090909090909,13222.90909090909,11
49619,49619,5038,13220,1,1,5038.0,13220.0,1
49620,49620,5042,13221,2,4,5042.4,13222.8,5
49621,49621,5046,13221,1,1,5046.0,13221.0,1
49622,49622,5048,13221,2,1,5048.5,13221.0,2
49623,49623,5052,13220,1,1,5052.0,13220.0,1
49624,49624,5106,13220,2,2,5106.5,13220.5,2
49625,49625,5109,13221,1,2,5109.0,13221.5,2
49626,49626,5112,13220,1,1,5112.0,13220.0,1
49627,49627,5114,13221,2,1,5114.5,13221.0,2
49628,49628,5337,13220,3,3,5338.0,13221.0,4
49629,49629,5552,13220,2,1,5552.5,13220.0,2
49630,49630,5723,13220,1,1,5723.0,13220.0,1
49631,49631,5780,13221,2,1,5780.5,13221.0,2
49632,49632,5988,13221,1,1,5988.0,13221.0,1
49633,49633,5991,13221,1,1,5991.0,13221.0,1
49634,49634,3485,13223,1,1,3485.0,13223.0,1
49635,49635,3494,13223,1,1,3494.0,13223.0,1
49636,49636,3718,13223,2,3,3718.3333333333335,13224.0,3
49637,49637,3970,13223,1,1,3970.0,13223.0,1
49638,49638,3977,13222,1,1,3977.0,13222.0,1
49639,49639,3980,13223,1,1,3980.0,13223.0,1
49640,49640,4066,13223,1,1,4066.0,13223.0,1
49641,49641,4193,13223,1,2,4193.0,13223.5,2
49642,49642,4542,13223,1,1,4542.0,13223.0,1
49643,49643,4720,13223,2,3,4720.666666666667,13224.0,3
49644,49644,4730,13223,1,1,4730.0,13223.0,1
49645,49645,4762,13223,1,1,4762.0,13223.0,1
49646,49646,4900,13223,1,1,4900.0,13223.0,1
49647,49647,4984,13222,2,2,4984.333333333333,13222.666666666666,3
49648,49648,4987,13223,2,2,4987.5,13223.5,2
49649,49649,5000,13222,1,1,5000.0,13222.0,1
49650,49650,5004,13223,2,2,5004.333333333333,13223.666666666666,3
49651,49651,5011,13222,2,2,5011.666666666667,13222.333333333334,3
49652,49652,5018,13222,1,1,5018.0,13222.0,1
49653,49653,5021,13222,1,2,5021.0,13222.5,2
49654,49654,5023,13223,1,1,5023.0,13223.0,1
49655,49655,5040,13222,1,1,5040.0,13222.0,1
49656,49656,5045,13223,4,2,5046.2,13223.8,5
49657,49657,5115,13223,1,1,5115.0,13223.0,1
49658,49658,5333,13222,1,1,5333.0,13222.0,1
49659,49659,5339,13223,1,2,5339.0,13223.5,2
49660,49660,5555,13223,1,1,5555.0,13223.0,1
49661,49661,5695,13223,1,1,5695.0,13223.0,1
49662,49662,5770,13223,3,3,5771.0,13224.0,5
49663,49663,5777,13222,1,1,5777.0,13222.0,1
49664,49664,5780,13223,1,1,5780.0,13223.0,1
49665,49665,5982,13222,1,1,5982.0,13222.0,1
49666,49666,3720,13225,2,1,3720.5,13225.0,2
49667,49667,3817,13225,1,1,3817.0,13225.0,1
49668,49668,3820,13224,1,1,3820.0,13224.0,1
49669,49669,3823,13224,2,2,3823.5,13224.5,2
49670,49670,3828,13225,1,1,3828.0,13225.0,1
49671,49671,3893,13225,1,1,3893.0,13225.0,1
49672,49672,3898,13225,1,1,3898.0,13225.0,1
49673,49673,3901,13225,2,2,3901.5,13225.5,2
49674,49674,3984,13224,1,1,3984.0,13224.0,1
49675,49675,4257,13225,1,1,4257.0,13225.0,1
49676,49676,4532,13224,8,8,4535.708333333333,13227.458333333334,24
49677,49677,4712,13224,2,2,4712.5,13224.5,4
49678,49678,4723,13224,4,2,4724.5,13224.5,4
49679,49679,4898,13225,1,1,4898.0,13225.0,1
49680,49680,4922,13225,1,1,4922.0,13225.0,1
49681,49681,4927,13225,1,1,4927.0,13225.0,1
49682,49682,4998,13224,1,2,4998.0,13224.5,2
49683,49683,5133,13225,1,1,5133.0,13225.0,1
49684,49684,5139,13225,1,1,5139.0,13225.0,1
49685,49685,5336,13224,1,1,5336.0,13224.0,1
49686,49686,5658,13225,1,1,5658.0,13225.0,1
49687,49687,5663,13224,1,1,5663.0,13224.0,1
49688,49688,5669,13225,4,6,5670.888888888889,13228.111111111111,9
49689,49689,5678,13224,1,1,5678.0,13224.0,1
49690,49690,5680,13225,1,1,5680.0,13225.0,1
49691,49691,5695,13225,1,1,5695.0,13225.0,1
49692,49692,5753,13224,1,1,5753.0,13224.0,1
49693,49693,5768,13225,1,1,5768.0,13225.0,1
49694,49694,5973,13225,3,2,5974.0,13225.333333333334,3
49695,49695,3808,13226,1,2,3808.0,13226.5,2
49696,49696,3813,13226,1,2,3813.0,13226.5,2
49697,49697,3822,13226,1,1,3822.0,13226.0,1
49698,49698,3826,13226,1,2,3826.0,13226.5,2
49699,49699,3895,13227,1,1,3895.0,13227.0,1
49700,49700,4061,13227,1,1,4061.0,13227.0,1
49701,49701,4192,13226,3,3,4192.75,13226.75,4
49702,49702,4211,13227,1,1,4211.0,13227.0,1
49703,49703,4260,13227,1,1,4260.0,13227.0,1
49704,49704,4528,13226,5,4,4530.0,13227.857142857143,7
49705,49705,4712,13227,3,5,4713.285714285715,13228.857142857143,7
49706,49706,4716,13226,1,1,4716.0,13226.0,1
49707,49707,4721,13227,2,1,4721.5,13227.0,2
49708,49708,4724,13227,2,2,4724.5,13227.5,2
49709,49709,4896,13226,1,1,4896.0,13226.0,1
49710,49710,4898,13227,1,1,4898.0,13227.0,1
49711,49711,4900,13226,2,1,4900.5,13226.0,2
49712,49712,4911,13227,2,1,4911.5,13227.0,2
49713,49713,4918,13226,1,1,4918.0,13226.0,1
49714,49714,4922,13227,1,1,4922.0,13227.0,1
49715,49715,4927,13227,1,1,4927.0,13227.0,1
49716,49716,4961,13226,1,1,4961.0,13226.0,1
49717,49717,4974,13226,1,1,4974.0,13226.0,1
49718,49718,4976,13226,1,1,4976.0,13226.0,1
49719,49719,4983,13226,1,1,4983.0,13226.0,1
49720,49720,4989,13227,1,1,4989.0,13227.0,1
49721,49721,4992,13226,2,2,4992.5,13226.5,2
49722,49722,5000,13226,1,1,5000.0,13226.0,1
49723,49723,5002,13226,1,1,5002.0,13226.0,1
49724,49724,5046,13226,1,1,5046.0,13226.0,1
49725,49725,5129,13226,1,1,5129.0,13226.0,1
49726,49726,5133,13227,1,1,5133.0,13227.0,1
49727,49727,5142,13227,1,2,5142.0,13227.5,2
49728,49728,5320,13227,6,8,5322.9473684210525,13230.421052631578,19
49729,49729,5658,13227,2,2,5658.666666666667,13227.666666666666,3
49730,49730,5671,13227,9,11,5675.8387096774195,13231.612903225807,31
49731,49731,5688,13226,1,1,5688.0,13226.0,1
49732,49732,5759,13226,1,1,5759.0,13226.0,1
49733,49733,5765,13226,2,1,5765.5,13226.0,2
49734,49734,5778,13226,1,1,5778.0,13226.0,1
49735,49735,3493,13228,1,1,3493.0,13228.0,1
49736,49736,3810,13228,1,2,3810.0,13228.5,2
49737,49737,3815,13228,1,1,3815.0,13228.0,1
49738,49738,3897,13228,1,1,3897.0,13228.0,1
49739,49739,3902,13228,1,1,3902.0,13228.0,1
49740,49740,3985,13228,1,1,3985.0,13228.0,1
49741,49741,3992,13229,2,2,3992.5,13229.5,2
49742,49742,4265,13228,5,6,4266.714285714285,13230.857142857143,7
49743,49743,4269,13229,1,3,4269.0,13230.0,3
49744,49744,4521,13229,2,1,4521.5,13229.0,2
49745,49745,4642,13229,1,1,4642.0,13229.0,1
49746,49746,4709,13229,1,1,4709.0,13229.0,1
49747,49747,4717,13228,1,1,4717.0,13228.0,1
49748,49748,4719,13228,1,1,4719.0,13228.0,1
49749,49749,4911,13229,1,2,4911.0,13229.5,2
49750,49750,4915,13228,1,1,4915.0,13228.0,1
49751,49751,4918,13228,2,2,4918.5,13228.5,2
49752,49752,4921,13229,1,1,4921.0,13229.0,1
49753,49753,4923,13229,1,1,4923.0,13229.0,1
49754,49754,4927,13229,1,1,4927.0,13229.0,1
49755,49755,4965,13229,2,2,4965.5,13229.5,2
49756,49756,4969,13228,1,1,4969.0,13228.0,1
49757,49757,4973,13228,1,1,4973.0,13228.0,1
49758,49758,4978,13228,1,1,4978.0,13228.0,1
49759,49759,4982,13228,1,1,4982.0,13228.0,1
49760,49760,4984,13228,1,1,4984.0,13228.0,1
49761,49761,5046,13229,2,1,5046.5,13229.0,2
49762,49762,5320,13228,2,2,5320.5,13228.5,2
49763,49763,5329,13228,1,1,5329.0,13228.0,1
49764,49764,5332,13228,1,1,5332.0,13228.0,1
49765,49765,5662,13228,1,1,5662.0,13228.0,1
49766,49766,5664,13229,1,1,5664.0,13229.0,1
49767,49767,5666,13229,2,2,5666.666666666667,13229.666666666666,3
49768,49768,5753,13229,1,1,5753.0,13229.0,1
49769,49769,5763,13228,1,1,5763.0,13228.0,1
49770,49770,5767,13228,3,2,5768.0,13228.25,4
49771,49771,5777,13229,1,1,5777.0,13229.0,1
49772,49772,5961,13229,1,1,5961.0,13229.0,1
49773,49773,5970,13228,1,1,5970.0,13228.0,1
49774,49774,3715,13231,1,1,3715.0,13231.0,1
49775,49775,3816,13230,1,1,3816.0,13230.0,1
49776,49776,4052,13230,3,2,4053.0,13230.5,4
49777,49777,4194,13230,1,1,4194.0,13230.0,1
49778,49778,4264,13231,1,3,4264.0,13232.0,3
49779,49779,4517,13231,2,2,4517.5,13231.5,2
49780,49780,4520,13231,1,1,4520.0,13231.0,1
49781,49781,4530,13231,3,1,4531.0,13231.0,3
49782,49782,4636,13231,1,1,4636.0,13231.0,1
49783,49783,4719,13231,1,1,4719.0,13231.0,1
49784,49784,4725,13230,1,1,4725.0,13230.0,1
49785,49785,4727,13230,1,1,4727.0,13230.0,1
49786,49786,4901,13231,1,1,4901.0,13231.0,1
49787,49787,4903,13231,1,1,4903.0,13231.0,1
49788,49788,4915,13230,2,1,4915.5,13230.0,2
49789,49789,4979,13230,1,1,4979.0,13230.0,1
49790,49790,4982,13231,1,1,4982.0,13231.0,1
49791,49791,5135,13230,1,1,5135.0,13230.0,1
49792,49792,5143,13231,2,2,5143.5,13231.5,2
49793,49793,5327,13230,1,1,5327.0,13230.0,1
49794,49794,5555,13230,1,1,5555.0,13230.0,1
49795,49795,5659,13230,1,2,5659.0,13230.5,2
49796,49796,5685,13231,2,1,5685.5,13231.0,2
49797,49797,5759,13231,1,1,5759.0,13231.0,1
49798,49798,5761,13230,1,1,5761.0,13230.0,1
49799,49799,5764,13230,2,1,5764.5,13230.0,2
49800,49800,5766,13231,2,3,5766.5,13232.0,4
49801,49801,5954,13230,1,1,5954.0,13230.0,1
49802,49802,3493,13232,1,1,3493.0,13232.0,1
49803,49803,3719,13233,1,1,3719.0,13233.0,1
49804,49804,3722,13233,1,1,3722.0,13233.0,1
49805,49805,3725,13233,1,1,3725.0,13233.0,1
49806,49806,3727,13232,1,2,3727.0,13232.5,2
49807,49807,3810,13232,1,1,3810.0,13232.0,1
49808,49808,3903,13232,1,1,3903.0,13232.0,1
49809,49809,4184,13232,1,1,4184.0,13232.0,1
49810,49810,4195,13232,1,1,4195.0,13232.0,1
49811,49811,4200,13233,1,1,4200.0,13233.0,1
49812,49812,4262,13233,1,1,4262.0,13233.0,1
49813,49813,4515,13232,1,1,4515.0,13232.0,1
49814,49814,4537,13233,1,1,4537.0,13233.0,1
49815,49815,4540,13232,2,3,4540.5,13232.75,4
49816,49816,4721,13232,6,4,4724.1,13233.0,10
49817,49817,4735,13232,1,1,4735.0,13232.0,1
49818,49818,4737,13233,1,1,4737.0,13233.0,1
49819,49819,4739,13232,1,2,4739.0,13232.5,2
49820,49820,4742,13233,1,1,4742.0,13233.0,1
49821,49821,4953,13233,1,1,4953.0,13233.0,1
49822,49822,4955,13233,1,1,4955.0,13233.0,1
49823,49823,5047,13232,1,1,5047.0,13232.0,1
49824,49824,5146,13233,1,1,5146.0,13233.0,1
49825,49825,5153,13233,1,1,5153.0,13233.0,1
49826,49826,5158,13233,2,2,5158.5,13233.5,2
49827,49827,5334,13232,1,1,5334.0,13232.0,1
49828,49828,5555,13233,1,1,5555.0,13233.0,1
49829,49829,5558,13233,1,1,5558.0,13233.0,1
49830,49830,5664,13232,1,1,5664.0,13232.0,1
49831,49831,5686,13233,2,2,5686.5,13233.5,2
49832,49832,5757,13232,1,1,5757.0,13232.0,1
49833,49833,3489,13235,1,1,3489.0,13235.0,1
49834,49834,3722,13235,2,3,3722.5,13236.25,4
49835,49835,3725,13235,1,1,3725.0,13235.0,1
49836,49836,3809,13235,2,1,3809.5,13235.0,2
49837,49837,3901,13234,1,1,3901.0,13234.0,1
49838,49838,4043,13234,1,1,4043.0,13234.0,1
49839,49839,4189,13234,2,1,4189.5,13234.0,2
49840,49840,4268,13235,2,2,4268.5,13235.5,2
49841,49841,4513,13234,5,2,4515.0,13234.2,5
49842,49842,4532,13235,1,1,4532.0,13235.0,1
49843,49843,4537,13235,1,1,4537.0,13235.0,1
49844,49844,4640,13235,1,1,4640.0,13235.0,1
49845,49845,4642,13234,1,1,4642.0,13234.0,1
49846,49846,4708,13234,1,1,4708.0,13234.0,1
49847,49847,4718,13234,1,1,4718.0,13234.0,1
49848,49848,4728,13234,1,1,4728.0,13234.0,1
49849,49849,4727,13235,8,5,4731.076923076923,13237.076923076924,13
49850,49850,4739,13235,2,1,4739.5,13235.0,2
49851,49851,5149,13234,1,1,5149.0,13234.0,1
49852,49852,5559,13235,1,1,5559.0,13235.0,1
49853,49853,5667,13235,2,2,5667.5,13235.5,2
49854,49854,5764,13235,1,1,5764.0,13235.0,1
49855,49855,3492,13237,3,4,3493.0,13238.6,5
49856,49856,3810,13237,3,2,3811.0,13237.333333333334,3
49857,49857,3814,13237,1,1,3814.0,13237.0,1
49858,49858,3902,13236,2,1,3902.5,13236.0,2
49859,49859,4009,13236,1,1,4009.0,13236.0,1
49860,49860,4016,13236,1,1,4016.0,13236.0,1
49861,49861,4046,13236,1,1,4046.0,13236.0,1
49862,49862,4179,13237,6,5,4181.4,13238.8,10
49863,49863,4189,13236,2,1,4189.5,13236.0,2
49864,49864,4202,13236,3,2,4202.75,13236.25,4
49865,49865,4530,13237,1,1,4530.0,13237.0,1
49866,49866,4532,13237,1,1,4532.0,13237.0,1
49867,49867,4534,13237,1,1,4534.0,13237.0,1
49868,49868,4719,13236,1,2,4719.0,13236.5,2
49869,49869,4721,13237,1,1,4721.0,13237.0,1
49870,49870,4737,13237,1,1,4737.0,13237.0,1
49871,49871,4952,13236,2,2,4952.333333333333,13236.333333333334,3
49872,49872,5148,13236,1,1,5148.0,13236.0,1
49873,49873,5555,13236,1,1,5555.0,13236.0,1
49874,49874,5664,13236,1,1,5664.0,13236.0,1
49875,49875,5686,13236,2,2,5686.5,13236.5,2
49876,49876,5753,13236,8,7,5756.3,13239.35,20
49877,49877,5759,13236,6,4,5761.888888888889,13237.222222222223,9
49878,49878,3488,13239,1,1,3488.0,13239.0,1
49879,49879,3490,13239,1,1,3490.0,13239.0,1
49880,49880,4010,13238,1,1,4010.0,13238.0,1
49881,49881,4015,13238,1,1,4015.0,13238.0,1
49882,49882,4024,13239,1,1,4024.0,13239.0,1
49883,49883,4040,13238,1,1,4040.0,13238.0,1
49884,49884,4192,13239,1,1,4192.0,13239.0,1
49885,49885,4201,13239,1,1,4201.0,13239.0,1
49886,49886,4511,13239,1,2,4511.0,13239.5,2
49887,49887,4530,13239,3,3,4531.0,13239.75,4
49888,49888,4533,13239,3,3,4534.0,13240.0,3
49889,49889,4636,13238,1,1,4636.0,13238.0,1
49890,49890,4642,13238,2,4,4642.25,13239.5,4
49891,49891,4720,13239,3,2,4721.0,13239.333333333334,3
49892,49892,5668,13239,1,3,5668.0,13240.0,3
49893,49893,5672,13239,1,1,5672.0,13239.0,1
49894,49894,5678,13238,1,1,5678.0,13238.0,1
49895,49895,3803,13241,2,3,3803.6666666666665,13242.0,3
49896,49896,4153,13241,1,1,4153.0,13241.0,1
49897,49897,4155,13240,4,2,4156.5,13240.75,4
49898,49898,4177,13240,1,1,4177.0,13240.0,1
49899,49899,4186,13240,1,1,4186.0,13240.0,1
49900,49900,4188,13241,1,1,4188.0,13241.0,1
49901,49901,4190,13240,1,1,4190.0,13240.0,1
49902,49902,4195,13241,1,1,4195.0,13241.0,1
49903,49903,4199,13241,1,1,4199.0,13241.0,1
49904,49904,4201,13241,1,1,4201.0,13241.0,1
49905,49905,4203,13241,1,1,4203.0,13241.0,1
49906,49906,4243,13241,2,2,4243.5,13241.5,2
49907,49907,4636,13240,1,2,4636.0,13240.5,2
49908,49908,4725,13240,2,3,4725.333333333333,13241.0,3
49909,49909,4728,13240,3,6,4729.0,13242.142857142857,7
49910,49910,4733,13241,3,3,4734.0,13242.0,3
49911,49911,4830,13241,1,1,4830.0,13241.0,1
49912,49912,4881,13241,1,1,4881.0,13241.0,1
49913,49913,4906,13241,2,5,4906.4,13243.0,5
49914,49914,4920,13240,1,1,4920.0,13240.0,1
49915,49915,4938,13240,1,1,4938.0,13240.0,1
49916,49916,4942,13240,2,1,4942.5,13240.0,2
49917,49917,4947,13240,1,1,4947.0,13240.0,1
49918,49918,5161,13240,1,1,5161.0,13240.0,1
49919,49919,5327,13241,1,1,5327.0,13241.0,1
49920,49920,5366,13241,1,1,5366.0,13241.0,1
49921,49921,5666,13240,1,1,5666.0,13240.0,1
49922,49922,5696,13240,1,1,5696.0,13240.0,1
49923,49923,5698,13240,1,1,5698.0,13240.0,1
49924,49924,5753,13241,1,1,5753.0,13241.0,1
49925,49925,3488,13242,1,1,3488.0,13242.0,1
49926,49926,3806,13242,1,1,3806.0,13242.0,1
49927,49927,4156,13243,1,1,4156.0,13243.0,1
49928,49928,4158,13243,2,2,4158.333333333333,13243.333333333334,3
49929,49929,4174,13243,2,2,4174.5,13243.5,2
49930,49930,4177,13243,2,2,4177.5,13243.5,2
49931,49931,4180,13243,3,2,4181.0,13243.666666666666,3
49932,49932,4185,13243,2,2,4185.5,13243.5,2
49933,49933,4188,13243,2,2,4188.5,13243.5,2
49934,49934,4193,13243,1,1,4193.0,13243.0,1
49935,49935,4197,13242,2,6,4197.285714285715,13244.57142857143,7
49936,49936,4200,13242,8,5,4203.272727272727,13243.818181818182,11
49937,49937,4506,13243,1,1,4506.0,13243.0,1
49938,49938,4509,13242,1,1,4509.0,13242.0,1
49939,49939,4520,13242,2,1,4520.5,13242.0,2
49940,49940,4523,13242,1,1,4523.0,13242.0,1
49941,49941,4525,13242,1,1,4525.0,13242.0,1
49942,49942,4527,13242,1,1,4527.0,13242.0,1
49943,49943,4632,13242,4,5,4633.5,13244.166666666666,6
49944,49944,4727,13243,1,1,4727.0,13243.0,1
